timestamp,dataset,species,rank1,mAP,valid_queries,loss
2025-07-17 07:19:11,0,leopard,1.0000,0.9406,3,0.0000
2025-07-17 07:19:11,0,hyena,1.0000,0.7243,7,0.0000
2025-07-17 07:19:23,0,leopard,1.0000,0.9406,3,0.0000
