client,round,loss
0,0,1.815
0,1,0.968
0,2,0.582
0,3,0.354
0,4,0.213
0,5,0.173
0,6,0.124
0,7,0.113
0,8,0.081
0,9,0.075
0,10,0.079
0,11,0.065
0,12,0.052
0,13,0.055
0,14,0.05
0,15,0.054
0,16,0.047
0,17,0.044
0,18,0.041
0,19,0.05
0,20,0.044
0,21,0.037
0,22,0.035
0,23,0.035
0,24,0.035
0,25,0.033
0,26,0.037
0,27,0.032
0,28,0.032
0,29,0.032
0,30,0.031
0,31,0.03
0,32,0.029
0,33,0.031
0,34,0.027
0,35,0.028
0,36,0.029
0,37,0.031
0,38,0.034
0,39,0.031
0,40,0.032
0,41,0.035
0,42,0.026
0,43,0.028
0,44,0.032
0,45,0.028
0,46,0.026
0,47,0.026
0,48,0.025
0,49,0.03
