client,round,global_local_cosine_sim
2,0,0.835590
2,10,0.980399
2,20,0.992287
2,30,0.979451
2,40,0.972528
2,50,0.969278
2,60,0.977830
2,70,0.972145
2,80,0.979210
2,90,0.965256
