client,round,loss
3,0,3.752
3,1,2.61
3,2,2.039
3,3,1.63
3,4,1.425
3,5,1.192
3,6,1.069
3,7,0.963
3,8,0.987
3,9,0.763
3,10,0.685
3,11,0.612
3,12,0.667
3,13,0.64
3,14,0.609
3,15,0.649
3,16,0.448
3,17,0.398
3,18,0.362
3,19,0.336
3,20,0.315
3,21,0.315
3,22,0.408
3,23,0.37
3,24,0.397
3,25,0.389
3,26,0.376
3,27,0.229
3,28,0.245
3,29,0.224
3,30,0.37
3,31,0.395
3,32,0.392
3,33,0.407
3,34,0.418
3,35,0.428
3,36,0.437
3,37,0.246
3,38,0.145
3,39,0.136
3,40,0.127
3,41,0.13
3,42,0.125
3,43,0.127
3,44,0.127
3,45,0.194
3,46,0.301
3,47,0.326
3,48,0.329
