client,round,loss
4,0,4.273
4,1,4.717
4,2,3.922
4,3,3.485
4,4,2.974
4,5,2.765
4,6,2.846
4,7,2.461
4,8,2.296
4,9,2.254
4,10,2.13
4,11,1.976
4,12,1.796
4,13,1.812
4,14,1.702
4,15,1.685
4,16,1.559
4,17,1.655
4,18,1.695
4,19,1.636
4,20,1.528
4,21,1.444
4,22,1.375
4,23,1.323
4,24,1.328
4,25,1.333
4,26,1.217
4,27,1.195
4,28,1.143
4,29,1.1
4,30,1.07
4,31,0.992
4,32,1.057
4,33,1.011
4,34,0.934
4,35,0.882
4,36,0.785
4,37,0.809
4,38,0.753
4,39,0.817
4,40,0.791
4,41,0.705
4,42,0.746
4,43,0.738
4,44,0.704
