client,round,loss
0,0,1.815
0,1,1.033
0,2,0.644
0,3,0.415
0,4,0.272
0,5,0.226
0,6,0.179
0,7,0.171
0,8,0.142
0,9,0.13
0,10,0.129
0,11,0.113
0,12,0.098
0,13,0.112
0,14,0.103
0,15,0.105
0,16,0.1
0,17,0.102
0,18,0.106
0,19,0.117
0,20,0.106
0,21,0.08
0,22,0.076
0,23,0.089
0,24,0.078
0,25,0.098
0,26,0.094
0,27,0.071
0,28,0.076
0,29,0.076
0,30,0.07
0,31,0.089
0,32,0.071
0,33,0.072
0,34,0.081
0,35,0.075
0,36,0.076
0,37,0.084
0,38,0.095
0,39,0.084
0,40,0.08
0,41,0.085
0,42,0.065
0,43,0.063
0,44,0.075
0,45,0.062
0,46,0.064
0,47,0.06
0,48,0.068
0,49,0.076
