cosine_sim,student_norm,teacher_norm
0.4290,29.2763,27.6922
0.4101,29.4013,32.3442
0.4150,29.4847,33.0738
0.4110,28.6206,34.0273
0.4253,29.3048,32.9693
0.4197,29.4762,32.1596
0.3981,29.1788,35.1149
0.4434,29.2519,33.5304
0.4552,29.1802,32.6222
0.4304,29.2195,33.3967
0.4422,28.9523,31.9330
0.4146,28.8382,34.2034
0.4297,28.7895,34.2060
0.4341,28.8445,34.7763
0.4332,28.7017,33.4432
0.6726,28.6231,29.9393
0.6934,28.6587,29.2507
0.6517,28.5768,29.6225
0.7134,28.9878,33.0327
0.6922,28.8535,31.7361
0.6807,28.6416,30.4360
0.7131,28.9730,33.2395
0.7009,28.7699,30.6928
0.7235,28.8758,30.6430
0.7063,28.6883,30.4863
0.7272,28.7619,33.8568
0.7143,28.7675,32.5153
0.7383,28.9484,31.2665
0.7371,28.9074,31.6881
0.8133,28.5218,29.7070
0.8182,28.9117,27.8897
0.8273,28.7731,27.7432
0.8062,28.7683,25.2664
0.8136,28.8211,27.9572
0.8362,28.4915,28.5709
0.8463,28.5088,29.3225
0.8204,28.6098,27.0748
0.8239,28.5817,28.3425
0.8215,28.3506,27.9323
0.8245,28.3409,28.2952
0.8338,28.6403,30.4582
0.8428,28.7293,26.8601
0.8366,28.7115,27.6046
0.8314,28.8878,27.9064
0.8447,28.3362,26.8990
0.8730,28.4353,27.9623
0.8631,28.2232,25.7600
0.8465,28.3211,26.0684
0.8512,28.3970,26.9212
0.8693,28.6393,26.6769
0.8734,28.3445,28.4937
0.8664,28.1704,26.3677
0.8668,28.4672,26.8437
0.8751,28.2323,27.0166
0.8752,28.2001,25.7531
0.8667,28.2257,26.5881
0.8834,28.5167,27.3626
0.8753,28.0679,25.2244
0.8220,28.2963,28.3470
0.8313,28.3149,30.4565
0.8375,28.4610,28.9508
0.8255,28.4340,25.4550
0.8328,28.5775,30.4706
0.8548,28.1506,29.7195
0.8524,28.2880,28.0645
0.8429,28.1140,26.3674
0.8390,28.1604,29.5632
0.8435,28.3583,28.5120
0.8418,28.2619,27.5718
0.8398,28.1807,28.3801
0.8384,28.1077,27.4774
0.8469,27.7918,30.6029
0.8649,27.6702,24.6892
0.8631,27.9891,26.0306
0.8795,28.1818,26.2668
0.8921,28.1841,26.9633
0.8859,27.9353,26.9903
0.8920,27.9043,25.7993
0.8855,27.9186,25.5647
0.8856,27.5758,24.6221
0.8789,27.9222,25.0328
0.8811,27.7242,27.2997
0.8797,28.0382,25.8371
0.9004,28.0666,27.1124
0.8808,27.6698,25.8454
0.8973,27.5524,26.8940
0.8971,27.6170,27.1080
0.8656,27.8184,25.9947
0.8680,27.6472,24.8094
0.8493,27.6869,25.7037
0.8886,27.6166,25.9944
0.8704,27.6673,25.0549
0.8672,27.6376,25.4923
0.8670,27.6507,24.3259
0.8799,27.6244,24.3465
0.8704,27.6534,25.0906
0.8617,27.3679,23.6694
0.8964,27.4485,25.5075
0.8838,27.6162,24.6218
0.8959,27.3389,25.0537
0.8884,27.3822,25.2794
0.8912,27.4512,26.6838
0.8493,27.4099,25.1642
0.8748,27.3424,26.8687
0.8813,27.5290,27.6403
0.8764,27.5033,25.1377
0.8778,27.4462,25.1973
0.8918,27.1437,25.0412
0.8793,27.3930,24.8759
0.8773,27.2992,25.9144
0.8855,26.9304,25.2527
0.8967,26.9044,26.5682
0.8873,26.9367,25.7151
0.8831,27.1707,27.0840
0.8888,27.2493,26.5953
0.8915,26.9327,26.0806
0.8691,27.3858,26.1358
0.8563,27.4771,26.7560
0.8762,27.5235,26.8703
0.8695,27.1767,25.1516
0.8551,27.1710,25.6212
0.8592,26.9340,25.8235
0.8560,27.0510,25.0953
0.8644,26.6427,24.5709
0.8717,26.9390,25.2185
0.8714,27.0303,25.6776
0.8759,26.6674,25.1066
0.8803,26.7356,26.8679
0.8597,27.0408,25.5687
0.8713,26.8220,25.0990
0.8750,27.1320,23.3977
0.8631,27.3875,23.4613
0.8728,27.4427,23.7654
0.8562,26.5681,23.0934
0.8839,26.6919,23.2912
0.8657,26.4347,24.4394
0.8590,26.3778,24.2511
0.8532,26.4095,22.8737
0.8600,26.4999,22.8128
0.8687,26.7580,22.9786
0.8607,26.2332,22.4681
0.8642,26.1562,22.1386
0.8819,26.1188,23.3606
0.8686,26.3328,23.7278
0.8783,26.2714,23.3921
0.8540,26.6373,23.8791
0.8571,26.6008,22.0575
0.8867,26.8324,23.7201
0.8875,26.2267,23.7795
0.8870,26.3301,23.6111
0.8738,26.4952,23.7224
0.8993,26.5224,26.0403
0.8821,26.0563,23.3483
0.8891,26.1942,23.3751
0.8947,25.8982,23.2408
0.8599,26.0036,23.0714
0.8686,25.8527,23.5521
0.8964,26.2977,23.9995
0.9090,26.3897,25.8064
0.8715,26.7853,25.5609
0.8658,26.3316,24.8212
0.8736,26.1968,24.3842
0.9071,26.4256,25.1567
0.9015,26.3267,24.6334
0.9018,26.1495,24.5934
0.8727,26.2237,25.6592
0.9067,25.8568,25.0772
0.8864,25.8489,25.3327
0.8750,26.0174,25.4427
0.8710,25.7224,23.1846
0.9023,26.0788,26.0789
0.8846,25.8789,24.7081
0.8961,25.9149,24.1566
0.8838,26.1412,26.5953
0.8789,26.3688,25.0625
0.8836,26.0392,26.1626
0.9061,26.0419,26.6775
0.8862,26.0624,26.0085
0.9095,26.2989,26.1438
0.8984,26.0295,26.4150
0.8963,26.3310,28.5128
0.9073,25.9295,26.2751
0.8832,25.9196,25.4125
0.9036,25.7958,24.9389
0.8745,25.6918,25.2138
0.9016,25.5107,25.6890
0.8921,25.6813,27.5452
0.9101,25.6749,27.2302
0.8951,26.1801,25.9750
0.9044,26.2062,28.3311
0.9003,25.8826,26.6218
0.9063,26.0098,27.9524
0.9033,26.2535,26.7007
0.9015,26.0471,26.4307
0.8921,26.1856,26.2434
0.8946,25.7463,26.5631
0.8970,25.9507,26.6830
0.8944,26.1133,28.1921
0.9176,25.8869,26.7430
0.9167,25.8306,26.4348
0.9047,25.5331,24.8726
0.9084,25.6010,27.6278
0.8749,25.7024,28.2594
0.8523,25.9103,26.5309
0.8812,26.1512,27.4000
0.8813,25.8905,28.5543
0.8727,25.9516,29.4419
0.8762,25.6758,27.9419
0.8867,25.7509,28.0783
0.8834,25.7956,27.3936
0.8885,25.8910,27.5443
0.8970,25.3196,28.2153
0.8863,25.6521,27.5681
0.8964,25.7440,28.2336
0.8792,25.6507,27.8136
0.8912,25.7713,28.8587
0.8888,25.7852,27.1462
0.8910,25.7702,27.8362
0.8947,25.9694,29.6351
0.8979,25.9592,28.4244
0.8962,25.8502,26.4494
0.9090,25.5582,27.4895
0.8956,25.6456,27.3121
0.9125,25.4629,27.3415
0.8956,25.4047,25.7192
0.8984,25.5755,27.6229
0.8945,25.7411,28.1831
0.9064,25.3228,26.2800
0.9062,25.7260,28.1732
0.8955,25.3230,28.2065
0.9179,25.4183,28.0857
0.7922,25.4509,28.8907
0.8081,25.6810,29.0992
0.8208,25.3674,28.8822
0.8195,25.4285,27.8809
0.7950,25.1731,29.0301
0.8311,25.5150,29.6304
0.8000,25.2517,29.8787
0.8343,25.1831,28.8090
0.8275,25.0390,28.1932
0.8341,25.1200,30.6805
0.8220,24.9998,28.1522
0.8430,24.9908,28.1369
0.8512,25.0747,29.5743
0.8345,24.7216,28.0219
0.9060,25.2637,28.4928
0.9047,25.0215,26.5789
0.8955,25.4303,28.4395
0.9137,25.1794,27.4507
0.9187,24.9482,26.6424
0.9157,25.1623,26.0327
0.9018,25.0575,28.3343
0.9193,25.2105,26.6839
0.9061,25.0401,27.4850
0.9083,25.1333,26.2831
0.9089,25.0299,25.9472
0.9150,25.0393,26.4079
0.8995,25.1631,28.1612
0.9071,24.9978,27.7757
0.8989,25.0450,27.1879
0.8953,24.9981,28.5188
0.8994,24.8409,27.7603
0.9184,25.0724,27.4987
0.8985,25.2884,29.3349
0.9153,25.0639,27.3662
0.9093,24.9415,27.8594
0.9132,24.5435,26.4214
0.9081,24.8004,29.2409
0.9062,25.0403,28.3688
0.8970,24.9416,27.0847
0.9138,25.0442,27.2564
0.9082,25.0099,27.4467
0.8994,24.9052,28.5230
0.9089,24.9403,28.7514
0.9559,24.8038,26.1689
0.9612,25.0188,25.9683
0.9522,24.7467,25.1835
0.9409,24.9481,26.5320
0.9443,24.8303,26.1556
0.9588,24.8552,26.0215
0.9584,24.7600,25.1130
0.9542,24.9622,25.3488
0.9487,24.7955,26.5929
0.9394,25.0593,26.7119
0.9496,24.7994,26.9156
0.9509,24.7675,25.8077
0.9482,24.7771,26.0415
0.9559,25.0539,26.0797
0.9553,24.6229,26.6499
0.9417,24.8715,25.5784
0.9475,24.9727,25.1200
0.9458,24.8935,25.0022
0.9377,25.3331,26.1049
0.9484,24.6152,25.8782
0.9331,25.0134,25.6223
0.9589,24.6599,26.0660
0.9493,24.7006,26.2066
0.9546,24.6594,24.6951
0.9485,24.6973,26.3713
0.9486,24.8566,26.5004
0.9589,24.8079,25.0483
0.9418,24.7062,26.2971
0.9568,24.7597,25.7905
0.9464,24.6379,23.8179
0.9378,24.7957,24.5758
0.9551,24.6882,24.7590
0.9339,24.4672,24.7816
0.9519,24.9355,26.1514
0.9522,24.7701,25.0004
0.9439,24.8311,24.0724
