client,round,loss
2,0,0.695
2,1,7.798
2,2,5.796
2,3,2.796
2,4,2.586
2,5,2.266
2,6,1.711
2,7,2.234
2,8,1.866
2,9,1.667
2,10,1.262
2,11,1.412
2,12,1.585
2,13,1.625
2,14,2.0
2,15,1.764
2,16,1.588
2,17,1.619
2,18,2.843
2,19,1.375
2,20,1.26
2,21,1.315
2,22,1.1
2,23,1.688
2,24,1.124
2,25,1.157
2,26,1.192
2,27,1.133
2,28,1.014
2,29,1.015
2,30,1.502
2,31,1.319
2,32,1.327
2,33,1.733
2,34,1.424
2,35,1.308
2,36,1.635
2,37,1.877
2,38,1.759
2,39,1.743
2,40,1.789
2,41,1.437
2,42,2.128
2,43,1.458
2,44,1.138
2,45,1.019
2,46,1.212
2,47,1.181
2,48,0.943
2,49,1.107
2,50,1.111
2,51,1.201
2,52,1.104
2,53,0.789
2,54,1.391
2,55,1.036
2,56,0.972
2,57,0.644
2,58,1.027
2,59,0.928
2,60,1.027
2,61,0.804
2,62,0.783
2,63,0.697
2,64,0.845
2,65,0.781
2,66,0.777
2,67,0.805
2,68,1.022
2,69,0.94
2,70,1.166
2,71,1.582
2,72,1.01
2,73,1.106
2,74,1.439
2,75,1.565
2,76,1.471
2,77,0.878
2,78,0.924
2,79,0.908
2,80,0.793
2,81,0.764
2,82,1.336
2,83,1.048
2,84,1.091
2,85,0.96
2,86,1.764
2,87,1.545
2,88,1.69
2,89,1.213
2,90,1.078
2,91,0.867
2,92,0.701
2,93,0.645
2,94,0.582
2,95,0.729
2,96,0.638
2,97,0.869
2,98,0.577
2,99,1.157
