round,cosine_ensemble_sim
1.0000,0.5191
2.0000,0.4657
3.0000,0.4174
4.0000,0.3705
5.0000,0.4116
6.0000,0.4317
7.0000,0.4524
8.0000,0.4644
9.0000,0.4350
10.0000,0.3813
11.0000,0.3246
12.0000,0.2511
13.0000,0.3310
14.0000,0.3540
15.0000,0.4556
16.0000,0.4851
17.0000,0.5091
18.0000,0.5468
19.0000,0.4905
20.0000,0.4021
21.0000,0.3337
22.0000,0.2508
23.0000,0.3172
24.0000,0.2556
25.0000,0.2551
26.0000,0.2444
27.0000,0.2288
28.0000,0.2085
29.0000,0.1653
30.0000,0.2946
31.0000,0.2889
32.0000,0.3196
33.0000,0.3894
34.0000,0.3749
35.0000,0.4345
36.0000,0.4849
37.0000,0.4053
38.0000,0.5106
39.0000,0.5425
40.0000,0.5991
41.0000,0.5398
42.0000,0.6147
43.0000,0.4634
44.0000,0.3895
45.0000,0.3337
46.0000,0.2647
47.0000,0.3255
48.0000,0.2178
49.0000,0.3574
50.0000,0.3891
51.0000,0.3717
52.0000,0.3727
53.0000,0.3309
54.0000,0.4194
55.0000,0.3282
56.0000,0.2929
57.0000,0.2187
58.0000,0.1933
59.0000,0.2875
60.0000,0.2505
61.0000,0.2508
62.0000,0.2661
63.0000,0.2510
64.0000,0.2434
65.0000,0.2339
66.0000,0.2901
67.0000,0.3399
68.0000,0.3768
69.0000,0.3264
70.0000,0.3418
71.0000,0.4283
72.0000,0.3619
73.0000,0.4164
74.0000,0.4960
75.0000,0.5082
76.0000,0.5071
77.0000,0.3819
78.0000,0.3824
79.0000,0.3902
80.0000,0.3757
81.0000,0.3223
82.0000,0.3522
83.0000,0.3651
84.0000,0.3629
85.0000,0.4219
86.0000,0.5490
87.0000,0.6302
88.0000,0.5942
89.0000,0.5565
90.0000,0.5068
91.0000,0.3534
92.0000,0.2699
93.0000,0.2597
94.0000,0.2247
95.0000,0.2553
96.0000,0.2341
97.0000,0.3308
98.0000,0.2833
99.0000,0.3683
