client,round,loss
0,0,2.505
0,1,1.523
0,2,0.956
0,3,0.661
0,4,0.476
0,5,0.36
0,6,0.265
0,7,0.235
0,8,0.192
0,9,0.159
0,10,0.165
0,11,0.126
0,12,0.109
0,13,0.1
0,14,0.086
0,15,0.114
0,16,0.092
0,17,0.101
0,18,0.09
0,19,0.087
0,20,0.087
0,21,0.075
0,22,0.072
0,23,0.066
0,24,0.069
0,25,0.069
0,26,0.066
0,27,0.058
0,28,0.049
0,29,0.055
0,30,0.055
0,31,0.052
0,32,0.061
0,33,0.043
0,34,0.046
0,35,0.047
0,36,0.045
0,37,0.051
0,38,0.048
0,39,0.051
0,40,0.043
0,41,0.043
0,42,0.048
0,43,0.038
0,44,0.041
0,45,0.038
0,46,0.035
0,47,0.037
0,48,0.033
0,49,0.041
0,50,0.039
0,51,0.04
0,52,0.04
0,53,0.036
0,54,0.037
0,55,0.035
0,56,0.037
0,57,0.036
0,58,0.035
0,59,0.035
0,60,0.034
0,61,0.035
0,62,0.032
0,63,0.036
0,64,0.032
0,65,0.032
0,66,0.033
0,67,0.037
0,68,0.034
0,69,0.028
0,70,0.029
0,71,0.033
0,72,0.031
0,73,0.031
0,74,0.029
0,75,0.032
0,76,0.032
0,77,0.033
0,78,0.035
0,79,0.037
0,80,0.04
0,81,0.037
0,82,0.038
0,83,0.037
0,84,0.041
0,85,0.036
0,86,0.031
0,87,0.032
0,88,0.031
0,89,0.031
0,90,0.033
0,91,0.032
0,92,0.032
0,93,0.03
0,94,0.029
0,95,0.032
0,96,0.03
0,97,0.031
0,98,0.028
0,99,0.029
