cosine_sim,student_norm,teacher_norm
0.9465,30.0261,31.2744
0.9344,29.9219,30.5265
0.9377,30.1067,31.4074
0.9507,29.9946,31.4395
0.9446,29.8529,31.2967
0.9319,29.8788,31.9205
0.9282,29.9041,30.7890
0.9331,29.9613,29.9331
0.9313,29.9672,31.6420
0.9417,29.9998,31.8975
0.9122,29.9334,31.5417
0.9387,29.6581,30.5731
0.9177,29.7300,32.4145
0.9359,29.9837,32.4825
0.9300,29.8454,32.0575
0.9327,30.0643,30.4709
0.9326,29.9362,32.2869
0.9395,30.0578,32.9802
0.9430,30.0029,33.4431
0.9244,29.9439,30.8023
0.9470,29.6483,31.2639
0.9579,29.8163,31.6943
0.9314,29.7730,30.9168
0.9513,29.8297,31.6606
0.9470,29.8831,32.5599
0.9443,29.9192,32.3046
0.9530,29.8706,30.8457
0.9339,30.0122,29.8579
0.9468,29.8944,32.1824
0.9424,29.8687,31.1223
0.9291,29.8444,30.7634
0.9228,29.6924,31.5835
0.9397,29.8324,32.0124
0.9384,29.9081,30.6183
0.9453,29.9529,31.9353
0.9358,29.9939,31.6939
0.9467,29.6521,30.7015
0.9464,29.9039,30.2112
0.9359,29.8178,31.3422
0.9612,29.7701,30.8922
0.9511,29.8802,31.6844
0.9574,29.9428,32.1154
0.9493,30.0753,32.6808
0.9118,29.7029,30.4161
0.9370,29.9175,31.3003
0.9375,29.8639,31.1637
0.9459,29.8995,32.8754
0.9309,29.7485,30.2895
0.9425,29.8640,31.3975
0.9423,29.6918,30.8997
0.9415,29.7555,33.1329
0.9300,29.7498,30.9032
0.9382,29.9328,32.2518
0.9406,29.8612,31.4247
0.9253,30.0799,31.4496
0.9413,29.9621,30.5787
0.9329,30.0156,32.1722
0.9460,29.7912,32.6488
0.9458,29.9097,32.5389
0.9478,29.9553,31.0039
0.9542,29.8089,31.6370
0.9557,29.7301,31.4651
0.9332,29.9737,32.5630
0.9448,29.8558,34.3378
0.9477,29.7293,30.3690
0.9479,29.7569,30.3353
0.9446,30.0686,31.9843
0.9355,29.9197,31.5390
0.9496,30.0784,32.7903
0.9459,30.0510,32.9317
0.9381,29.8438,31.9532
0.9253,29.7845,31.5303
0.9425,29.9052,31.5880
0.9390,29.9818,32.6969
0.9441,30.0796,33.1353
0.9465,29.9101,32.5980
0.9406,29.8991,31.7591
0.9435,29.7206,32.3273
0.9505,30.0848,33.1395
0.9347,29.9539,32.0573
0.9391,29.9062,33.8331
0.9387,29.7564,32.2131
0.9419,29.7012,31.4965
0.9434,29.8392,32.1653
0.9392,29.9723,32.9761
0.9271,30.0819,32.2969
0.9466,29.8541,32.0057
0.9402,29.9520,31.7254
0.9373,29.8193,32.3073
0.9429,29.9008,31.9509
0.9471,29.9398,31.5122
0.9433,29.9467,33.2534
0.9436,29.8782,31.8860
0.9194,29.9109,31.0328
0.9391,29.9699,32.5072
0.9379,29.9516,32.8725
0.9442,29.8548,32.9490
0.9377,29.7442,31.5070
0.9530,29.8494,33.5624
0.9419,29.8956,31.1908
0.9422,29.9998,32.9930
0.9371,29.9572,31.5154
0.9414,29.9946,32.6466
0.9381,29.9954,33.6294
0.9370,29.7014,31.7600
0.9316,29.9486,32.2971
0.9306,29.8868,32.9503
0.9391,29.9624,31.9113
0.9365,30.1738,32.7075
0.9412,29.8889,31.5478
0.9488,29.8888,32.3095
0.9437,29.8852,32.9934
0.9366,29.8008,30.6844
0.9417,29.8722,33.1800
0.9453,29.9741,32.0386
0.9254,29.9200,32.9079
0.9396,29.6805,29.7322
0.9456,30.0057,30.7989
0.9339,29.9722,30.7659
0.9544,29.7824,32.7296
0.9554,29.8249,31.9259
0.9545,29.9610,33.9373
0.9576,29.7872,32.3883
0.9387,29.5983,30.5824
0.9475,29.8868,32.1406
0.9476,30.1284,33.1190
0.9388,29.7641,30.4466
0.9448,30.0949,32.2132
0.9469,30.1224,32.5086
0.9554,30.0604,33.3420
0.9463,29.8684,30.8112
0.9407,29.8458,30.1476
0.9439,29.6979,32.9211
0.9403,29.8411,31.5685
0.9235,29.7866,30.6195
0.9550,29.9167,32.6649
0.9561,29.8622,32.2219
0.9264,29.8245,31.3717
0.9453,29.9369,32.1791
0.9554,29.6875,30.5245
0.9510,29.9903,33.2106
0.9492,29.8847,31.6810
0.9373,29.9513,32.9979
0.9457,29.7435,31.6201
0.9435,29.8880,31.1430
0.9547,29.8206,30.7764
0.9534,29.9727,31.7174
0.9470,29.8280,32.1334
0.9559,29.8969,32.4403
0.9388,29.8004,31.3162
0.9495,29.8290,31.1309
0.9509,29.9012,33.4574
0.9392,30.0098,32.9077
0.9474,29.9700,31.3938
0.9623,29.8421,31.7703
0.9484,29.7962,31.5066
0.9427,29.7780,30.5496
0.9515,29.8454,31.5904
0.9519,30.0095,33.7595
0.9540,30.0589,32.0330
0.9470,30.0091,31.8969
0.9207,29.9710,32.0691
0.9508,29.8326,32.5053
0.9462,29.7339,32.2795
0.9312,29.8006,31.1459
0.9576,29.8995,32.1149
0.9238,29.7695,32.4128
0.9471,29.8251,31.3169
0.9361,30.0523,33.2050
0.9423,29.9000,31.5055
0.9479,30.0428,33.1930
0.9185,30.0162,32.7079
0.9452,29.9652,32.1739
0.9515,29.9304,33.4638
0.9653,29.9384,32.7555
0.9437,29.9870,32.3381
0.9567,29.8443,31.5289
0.9368,29.8638,32.2320
0.9411,30.1245,32.8562
0.9567,29.9664,31.8704
0.9549,30.0062,33.8651
0.9589,29.7297,31.9188
0.9508,29.8029,32.7392
0.9339,29.8603,31.9870
0.9545,29.9194,32.5579
0.9416,29.8825,33.8517
0.9528,29.8798,31.5833
0.9547,29.9896,32.3956
0.9409,29.6692,31.6900
0.9511,29.9381,32.4043
0.9460,29.8949,32.0667
0.9267,29.6501,31.3829
0.9365,30.0136,32.6934
0.9439,29.7703,32.5341
0.9494,29.8081,32.7600
0.9261,29.7898,31.5285
0.9578,29.7708,34.1286
0.9386,29.8049,32.7125
0.9393,29.9810,32.9032
0.9436,29.8808,33.6624
0.9372,29.8901,32.0641
0.9469,29.9738,31.8473
0.9476,29.9322,32.8252
0.9554,30.0205,33.3120
0.9279,29.9459,32.2166
0.9391,29.8590,32.4315
0.9441,29.9371,32.1783
0.9521,29.9025,32.6781
0.9424,29.7873,33.2274
0.9136,29.7105,31.7303
0.9376,29.7841,34.1006
0.9432,30.0276,33.7340
0.9584,30.0401,33.4012
0.9495,29.9809,32.3511
0.9527,29.9932,32.3962
0.9447,29.9563,31.7248
0.9405,29.7908,32.6397
0.9425,29.7905,32.2968
0.9497,29.7723,31.1291
0.9476,30.0101,34.0602
0.9587,29.8414,31.9524
0.9331,29.9060,32.0088
0.9488,30.0145,32.7445
0.9299,29.8603,31.7992
0.9495,29.5160,33.4372
0.9500,29.9118,32.7207
0.9565,29.9424,32.3493
0.9267,29.9714,32.9116
0.9441,29.8130,32.8470
0.9385,29.7942,32.2583
0.9475,29.9776,33.6312
0.9491,29.6682,30.9116
0.9551,30.0160,31.5456
0.9338,29.7962,32.3760
0.9562,30.0146,33.8855
0.9529,29.7459,31.6224
0.9626,30.0035,30.5758
0.9497,30.0021,31.5853
0.9486,29.8583,31.9568
0.9433,29.6426,30.7473
0.9579,30.0861,32.4959
0.9388,29.6845,32.0761
0.9469,29.8578,31.7777
0.9561,29.8085,32.7470
0.9524,29.5867,31.4405
0.9373,29.9676,32.9358
0.9584,29.9210,32.9864
0.9589,30.0543,31.5560
0.9476,29.9308,31.6597
0.9466,30.0409,34.7370
0.9540,29.7210,32.2431
0.9561,29.6419,31.3570
0.9496,30.0220,31.8141
0.9497,29.7250,31.9205
0.9474,29.9125,32.5232
0.9442,29.7856,31.6169
0.9602,30.0454,32.8104
0.9406,29.9479,32.5119
0.9608,29.9110,31.5511
0.9467,29.8501,31.4873
0.9479,29.7414,32.6793
0.9539,30.0675,33.5016
0.9516,29.7919,31.1233
0.9450,29.7805,32.4672
0.9387,29.8019,32.0020
0.9612,29.9870,31.5426
0.9509,29.8530,33.8632
0.9491,29.8987,31.6982
0.9490,29.8309,31.6788
0.9505,29.8458,32.2998
0.9655,29.8968,32.7570
0.9453,29.6854,33.1670
0.9545,29.9524,32.9119
0.9461,29.9131,32.9655
0.9471,30.1701,34.3113
0.9402,29.6692,31.3113
0.9548,29.7523,32.5422
0.9595,29.9574,33.1028
0.9538,29.9386,31.8245
0.9425,29.9114,32.4278
0.9489,29.6374,32.2002
0.9507,29.9889,31.9794
0.9341,29.7631,32.2689
0.9474,29.8524,33.2133
0.9558,29.8840,32.6173
0.9417,29.8416,31.5776
0.9508,29.8453,31.9809
0.9665,29.9850,32.4095
0.9538,29.9127,31.5511
0.9428,29.7804,31.7891
0.9631,29.9046,32.9289
0.9614,29.9260,32.6776
0.9539,29.9847,31.8690
0.9621,30.0158,33.1467
0.9654,29.9003,32.7109
0.9525,29.6498,33.0172
0.9352,29.7475,31.8501
0.9422,29.9970,32.3389
0.9678,30.0032,31.9524
0.9574,29.7397,31.8813
0.9607,29.8453,32.2596
0.9625,29.9612,32.4151
0.9614,29.7680,30.2858
0.9588,29.9691,31.1910
0.9455,29.9024,31.1886
0.9542,29.8388,31.6363
0.9570,29.8131,32.5723
0.9514,29.9482,33.0194
0.9495,29.9061,32.6327
0.9531,29.9584,33.1602
0.9581,29.8166,32.3072
0.9502,29.8617,32.1396
0.9406,29.8613,33.6396
0.9553,29.8677,32.7841
0.9454,30.0150,33.6796
0.9543,29.7209,32.1535
0.9579,29.8288,33.6149
0.9481,29.8352,32.9903
0.9604,29.8064,31.6798
0.9499,29.8418,32.9384
0.9463,29.7459,32.9431
0.9423,29.9531,31.9790
0.9611,29.7951,33.6240
0.9429,29.8868,32.9385
0.9491,29.9681,32.2972
0.9592,29.7201,31.2648
0.9446,29.9082,33.4033
0.9458,29.9191,33.7808
0.9551,29.9073,34.9920
0.9594,29.8506,31.7738
0.9612,29.9407,32.2449
0.9540,29.8146,33.0228
0.9447,29.9005,31.7224
0.9497,29.8876,31.8726
0.9563,29.9669,31.8579
0.9493,30.0388,33.5491
0.9585,29.9975,33.2816
0.9642,29.7998,32.1248
0.9593,29.9585,31.8321
0.9650,29.8624,33.7139
0.9614,29.7911,33.4590
0.9550,29.6773,31.9320
0.9485,29.7972,32.4099
0.9311,29.8850,33.1312
0.9551,29.8336,33.3221
0.9493,29.8213,33.3469
0.9471,29.8503,32.1632
0.9544,29.8858,30.9699
0.9348,29.8431,30.4065
0.9508,29.8106,31.2541
0.9564,29.8595,33.7430
0.9502,29.7923,31.3103
0.9438,29.8417,33.4539
0.9453,29.7783,31.8415
0.9662,29.8564,32.6016
0.9553,29.8346,32.9557
0.9503,29.8814,32.4650
0.9488,29.8619,31.0358
0.9531,29.7470,31.7616
0.9443,29.7856,32.1539
0.9552,29.7443,31.0837
0.9487,29.7562,31.9087
0.9524,30.0042,32.6187
0.9452,29.8828,33.4326
0.9582,30.0222,32.3904
0.9569,29.7389,31.8472
0.9581,29.9156,32.3100
0.9524,29.6615,32.0067
0.9579,29.9066,31.7964
0.9635,29.9348,31.4514
0.9284,29.5982,31.2460
0.9594,29.8245,32.3578
0.9461,30.0232,31.6569
0.9555,29.7240,32.5283
0.9329,29.8332,31.1351
0.9606,29.6754,31.3869
0.9604,30.0694,33.8564
0.9532,29.8412,31.8091
0.9629,29.7859,31.6504
0.9508,30.0038,30.9438
0.9541,29.7362,31.2996
0.9589,29.8604,31.1594
0.9532,29.9308,31.9530
0.9693,29.9207,33.0039
0.9638,29.7775,32.1577
0.9632,30.0976,31.7896
0.9636,29.9038,32.3665
0.9651,29.9174,33.8393
0.9705,29.8339,32.2919
0.9384,29.8355,30.2396
0.9564,29.6126,31.6331
0.9644,29.9572,32.3222
0.9557,29.7477,31.1804
0.9521,29.8527,31.6234
0.9607,30.0143,32.1220
0.9487,29.7859,32.3697
0.9601,29.9916,31.6671
0.9517,29.6728,32.5516
0.9573,29.7436,32.7396
0.9363,29.6916,31.5810
0.9483,29.7177,30.0433
0.9378,29.9615,32.9641
0.9587,29.9362,32.9881
0.9515,29.8073,30.3746
0.9660,29.9833,33.1657
0.9535,29.7415,29.9814
0.9475,29.8058,30.6741
0.9566,29.8760,32.6073
0.9532,29.8453,32.0659
0.9577,29.7141,31.6779
0.9592,29.7566,31.1959
0.9487,29.9834,31.6458
0.9554,29.8125,30.8651
0.9662,29.8874,33.0395
0.9444,29.6478,30.4381
0.9511,29.7029,31.9228
0.9595,29.8834,32.3677
0.9591,29.9426,31.4869
0.9337,29.4989,30.4615
0.9648,29.7731,32.1488
0.9154,29.6745,30.6487
0.9628,29.8952,33.8428
0.9563,29.8045,32.0284
0.9580,29.7274,31.0956
0.9572,29.7810,30.9117
0.9564,29.6957,32.3025
0.9400,29.7096,30.9692
0.9530,29.7488,31.3826
0.9581,29.7996,31.5173
0.9488,29.7454,31.5246
0.9463,29.8893,33.4902
0.9415,30.0596,32.9102
0.9581,29.7375,33.3096
0.9496,29.8178,31.1044
0.9424,29.8289,31.6737
0.9372,29.7198,32.1347
0.9438,29.9363,30.8283
0.9499,29.8344,31.3876
0.9373,29.8459,31.9020
0.9658,29.8718,32.9628
0.9525,29.9004,31.6990
0.9572,29.9050,32.1185
0.9619,29.9896,31.1478
0.9296,29.6704,31.6080
0.9526,29.7812,31.3289
0.9526,29.9731,32.5146
0.9612,29.8926,31.6199
0.9398,29.7598,31.2232
0.9477,29.8732,31.3849
0.9449,29.8500,32.1063
0.9605,29.7483,33.3900
0.9622,30.0565,32.6632
0.9501,29.9281,32.3720
0.9516,29.9829,33.0025
0.9456,29.7323,31.4802
0.9529,29.9289,32.9721
0.9490,29.6973,31.5764
0.9492,29.8162,31.9201
0.9471,29.7708,32.1645
0.9464,30.0436,32.8571
0.9520,29.8674,32.1214
0.9520,29.9421,31.7931
0.9538,29.7027,30.7969
0.9502,29.8487,31.8600
0.9426,29.6023,32.0337
0.9457,29.8284,32.9846
0.9565,29.9099,32.1753
0.9430,30.1187,32.8883
0.9485,29.9407,32.6171
0.9504,29.7295,32.3799
0.9416,29.8566,32.5903
0.9512,29.9666,32.3125
0.9656,30.0471,31.4435
0.9480,29.8158,31.8422
0.9465,29.8217,31.6291
0.9519,29.9201,32.5692
0.9432,29.9223,30.6511
0.9544,29.6997,31.4563
0.9590,29.6351,31.0812
0.9475,29.6238,30.4589
0.9671,29.8217,32.1432
0.9481,29.8315,31.9393
0.9364,29.7284,31.9302
0.9422,29.8226,31.8845
0.9572,29.8940,32.2641
0.9570,29.7855,30.8618
0.9360,29.7084,31.9680
0.9564,29.8543,32.1943
0.9452,29.8757,34.2253
0.9529,29.8755,31.0600
0.9450,29.8210,31.5952
0.9614,29.7455,32.0669
0.9483,29.7474,30.8541
0.9543,29.9012,31.7942
0.9574,29.7565,32.2869
0.9510,29.7569,30.4987
0.9593,30.0238,32.2224
0.9537,29.6913,31.7585
0.9539,29.7762,31.6467
0.9534,29.8606,31.4771
0.9602,29.8124,31.7365
0.9324,29.8345,30.3918
0.9560,29.7690,32.5484
0.9580,29.8469,31.3958
0.9444,29.7764,30.6024
0.9600,29.8307,31.9340
0.9542,29.8966,31.0849
0.9518,29.7664,31.5254
0.9528,29.6600,31.7799
0.9539,29.8872,31.4243
0.9458,29.7729,31.6976
0.9478,29.6504,31.2573
0.9404,29.9630,32.5979
0.9571,29.8152,31.5666
0.9632,29.9967,31.2672
0.9513,29.7225,31.0525
0.9555,29.8679,31.2570
0.9389,29.7055,30.7025
0.9470,29.8917,31.0465
0.9634,29.7734,31.6331
0.9451,29.7540,31.7086
0.9543,29.6495,30.8872
0.9384,29.9350,30.4831
0.9588,30.0246,32.4815
0.9570,29.9150,30.6325
0.9449,29.7481,31.9356
0.9603,29.9317,32.4666
0.9578,29.7342,32.0396
0.9403,29.7515,31.0224
0.9541,29.7569,31.0069
0.9502,29.7896,31.2797
0.9512,29.7294,30.9232
0.9450,29.7660,31.3680
0.9512,29.7332,31.3135
0.9629,29.7931,32.5099
0.9559,29.8548,31.2354
0.9582,29.8186,31.9005
0.9618,29.8666,32.0621
0.9502,29.9491,32.3080
0.9448,29.7708,31.7384
0.9484,29.9649,32.1292
0.9593,29.6302,31.9061
0.9597,29.7911,31.5981
0.9596,29.6436,30.8900
0.9428,29.8029,30.7106
0.9658,29.8239,32.6281
0.9608,29.9072,32.2715
0.9416,29.9286,31.9112
0.9678,29.6825,31.3377
0.9567,29.9875,32.1569
0.9469,29.7092,32.0515
0.9339,29.7719,32.1331
0.9520,29.9627,31.7935
