client,round,loss
1,0,2.727
1,1,2.01
1,2,1.471
1,3,1.144
1,4,0.908
1,5,0.753
1,6,0.624
1,7,0.546
1,8,0.481
1,9,0.41
1,10,0.386
1,11,0.345
1,12,0.268
1,13,0.232
1,14,0.227
1,15,0.202
1,16,0.206
1,17,0.162
1,18,0.162
1,19,0.165
1,20,0.145
1,21,0.126
1,22,0.135
1,23,0.119
1,24,0.113
1,25,0.109
1,26,0.096
1,27,0.109
1,28,0.094
1,29,0.094
1,30,0.09
1,31,0.089
1,32,0.092
1,33,0.082
1,34,0.081
1,35,0.085
1,36,0.084
1,37,0.073
1,38,0.078
1,39,0.081
1,40,0.077
1,41,0.072
1,42,0.079
1,43,0.085
1,44,0.085
1,45,0.086
1,46,0.095
1,47,0.075
1,48,0.085
1,49,0.079
