epoch,loss,accuracy
1,3.2678013960520427,0.4166666666666667
2,2.5966665426890057,0.5833333333333334
3,1.9686635176340739,0.6020833333333333
4,1.5209811210632325,0.64375
5,1.2467893441518147,0.6916666666666667
6,1.0767354369163513,0.7479166666666667
7,0.9512646357218425,0.78125
8,0.8010736644268036,0.8166666666666667
9,0.7180237114429474,0.8333333333333334
10,0.6306922276814778,0.8729166666666667
11,0.5556341330210368,0.88125
12,0.5141620616118113,0.89375
13,0.4554580390453339,0.9145833333333333
14,0.40386865735054017,0.9166666666666666
15,0.37346841593583424,0.925
16,0.33929569721221925,0.9395833333333333
17,0.315385710199674,0.94375
18,0.2876735438903173,0.9520833333333333
19,0.25065638025601705,0.96875
20,0.2296774834394455,0.9583333333333334
21,0.21100712368885677,0.9666666666666667
22,0.1870558465520541,0.9791666666666666
23,0.17080644965171815,0.975
24,0.1474766621987025,0.9833333333333333
25,0.15714315424362818,0.9729166666666667
26,0.12950359284877777,0.9895833333333334
27,0.12403879662354787,0.9895833333333334
28,0.11573414355516434,0.9875
29,0.1120165320734183,0.9895833333333334
30,0.09249692857265472,0.9958333333333333
31,0.10686997051040331,0.99375
32,0.09619186383982499,0.99375
33,0.09071197907129923,0.9854166666666667
34,0.08011833081642787,0.9916666666666667
35,0.07945445254445076,0.9895833333333334
36,0.06981936767697335,0.9958333333333333
37,0.06615188295642535,0.9979166666666667
38,0.05984344445168972,0.9979166666666667
39,0.06242973953485489,0.9979166666666667
40,0.05413143076002598,0.9958333333333333
41,0.04447608701884746,1.0
42,0.04503429966668288,1.0
43,0.04787334824601809,1.0
44,0.052322216952840485,0.9979166666666667
45,0.054843596369028094,0.99375
46,0.047642664362986885,1.0
47,0.0521758238474528,0.9979166666666667
48,0.05105522125959396,0.9979166666666667
49,0.0450287285571297,1.0
50,0.04390007654825846,1.0
51,0.04901273176074028,0.9979166666666667
52,0.04396759917338689,0.9979166666666667
53,0.05130097841223081,0.9979166666666667
54,0.05808478506902854,0.9958333333333333
55,0.04607912587622801,0.9979166666666667
56,0.04257495515048504,0.9979166666666667
57,0.0445695120220383,0.9979166666666667
58,0.044498136267066,0.9979166666666667
59,0.04502343386411667,0.9979166666666667
60,0.04818041076262792,0.9979166666666667
61,0.04027428428332011,0.9979166666666667
62,0.03516750723744432,1.0
63,0.04666572312513987,1.0
64,0.04257375175754229,1.0
65,0.04813688260813554,0.9958333333333333
66,0.04065238684415817,1.0
67,0.0466848657776912,0.9979166666666667
68,0.04370400483409564,1.0
69,0.04570419540007909,1.0
70,0.037250454723834994,1.0
71,0.039516753206650414,1.0
72,0.03693338837474584,0.9979166666666667
73,0.035823220883806545,1.0
74,0.04612687552968661,1.0
75,0.03656266046067079,1.0
76,0.03944370653480291,1.0
77,0.04513996442159017,0.9979166666666667
78,0.03865853274861972,1.0
79,0.036627977589766186,1.0
80,0.04193324434260527,1.0
81,0.041265627120931944,0.9979166666666667
82,0.037735880352556705,1.0
83,0.04073062700529893,0.9979166666666667
84,0.03275247998535633,1.0
85,0.04352051628132661,0.9979166666666667
86,0.035922169250746566,0.9979166666666667
87,0.03699038059761127,0.9979166666666667
88,0.03960671635965506,1.0
89,0.04719130483766397,1.0
90,0.035078262786070506,0.9979166666666667
91,0.03921008110046387,1.0
92,0.04636408183723688,0.9979166666666667
93,0.04347947482019663,0.9979166666666667
94,0.041048276734848815,0.9979166666666667
95,0.036493565142154696,1.0
96,0.03741676745315393,1.0
97,0.03474289824565251,1.0
98,0.0370141929636399,0.9979166666666667
99,0.03376399874687195,1.0
100,0.04571549408137798,0.9979166666666667
