timestamp,dataset,rank1,mAP,loss
2025-07-29 20:17:58,3,0.7143,0.4499,0.0000
2025-07-29 20:20:12,3,0.5714,0.3827,0.0000
2025-07-29 20:22:26,3,0.4286,0.2820,0.0000
2025-07-29 20:26:43,3,0.4286,0.3127,0.0000
2025-07-29 20:30:07,3,0.4286,0.3060,0.0000
2025-07-29 20:33:58,3,0.4286,0.3394,0.0000
2025-07-29 20:39:18,3,0.5000,0.3765,0.0000
2025-07-29 20:44:05,3,0.5000,0.4210,0.0000
2025-07-29 20:47:18,3,0.4286,0.4046,0.0000
2025-07-29 20:50:32,3,0.5714,0.4325,0.0000
2025-07-29 20:54:22,3,0.5000,0.4264,0.0000
