timestamp,dataset,rank1,mAP,loss
2025-07-30 16:59:40,client_4,0.4000,0.2886,0.0000
2025-07-30 17:04:02,client_4,0.4833,0.3267,0.0000
2025-07-30 17:09:27,client_4,0.5167,0.3424,0.0000
2025-07-30 17:14:53,client_4,0.5500,0.3489,0.0000
2025-07-30 17:20:17,client_4,0.4667,0.3400,0.0000
2025-07-30 17:25:42,client_4,0.5167,0.3584,0.0000
2025-07-30 17:31:05,client_4,0.4833,0.3526,0.0000
2025-07-30 17:36:28,client_4,0.4833,0.3514,0.0000
2025-07-30 17:41:51,client_4,0.4667,0.3458,0.0000
2025-07-30 17:47:16,client_4,0.4667,0.3533,0.0000
2025-07-30 17:52:38,client_4,0.4667,0.3540,0.0000
2025-07-30 17:58:01,client_4,0.4667,0.3524,0.0000
2025-07-30 18:03:24,client_4,0.4667,0.3533,0.0000
2025-07-30 18:08:46,client_4,0.4667,0.3512,0.0000
2025-07-30 18:14:12,client_4,0.4833,0.3555,0.0000
2025-07-30 18:19:33,client_4,0.4667,0.3540,0.0000
2025-07-30 18:24:56,client_4,0.4833,0.3533,0.0000
2025-07-30 18:30:18,client_4,0.4667,0.3502,0.0000
2025-07-30 18:35:41,client_4,0.4833,0.3528,0.0000
2025-07-30 18:41:02,client_4,0.4833,0.3537,0.0000
2025-07-30 18:46:26,client_4,0.4833,0.3517,0.0000
2025-07-30 18:46:39,client_4,0.4833,0.3517,0.0000
