client,round,loss
3,1,1.666
3,2,0.821
3,3,0.65
3,4,0.459
3,7,0.441
3,8,0.339
3,9,0.345
3,11,0.25
3,12,0.209
3,14,0.307
3,16,0.166
3,17,0.171
3,18,0.161
3,20,0.124
3,21,0.129
3,22,0.113
3,23,0.095
3,26,0.151
3,27,0.072
3,28,0.068
3,29,0.079
3,30,0.062
3,31,0.057
3,32,0.044
3,33,0.057
3,37,0.046
3,42,0.04
3,43,0.052
3,44,0.045
3,45,0.043
3,47,0.038
3,48,0.037
3,49,0.023
3,50,0.037
3,51,0.052
3,52,0.021
3,56,0.073
3,58,0.032
3,60,0.025
3,61,0.035
3,62,0.022
3,63,0.02
3,64,0.019
3,66,0.024
3,67,0.022
3,68,0.025
3,74,0.03
3,76,0.021
3,77,0.023
3,78,0.027
3,82,0.022
3,84,0.019
3,85,0.018
3,86,0.018
3,88,0.033
3,89,0.013
3,92,0.024
3,93,0.023
3,94,0.02
3,98,0.018
3,99,0.018
3,103,0.017
