client,round,loss
0,0,3.39
0,1,2.339
0,2,1.777
0,3,1.456
0,4,1.206
0,5,0.98
0,6,0.817
0,7,0.716
0,8,0.584
0,9,0.508
0,10,0.422
0,11,0.349
0,12,0.312
0,13,0.288
0,14,0.284
0,15,0.235
0,16,0.225
0,17,0.226
0,18,0.193
0,19,0.182
0,20,0.185
0,21,0.175
0,22,0.167
0,23,0.16
0,24,0.158
0,25,0.163
0,26,0.141
0,27,0.139
0,28,0.132
0,29,0.142
0,30,0.127
0,31,0.144
0,32,0.13
0,33,0.141
0,34,0.137
0,35,0.164
0,36,0.163
0,37,0.152
0,38,0.133
0,39,0.119
0,40,0.105
0,41,0.136
0,42,0.154
0,43,0.161
0,44,0.129
0,45,0.126
0,46,0.113
0,47,0.112
0,48,0.14
0,49,0.192
