client,round,loss
1,0,1.593
1,1,1.53
1,2,1.477
1,3,1.414
1,4,1.369
1,5,1.275
1,6,1.233
1,7,1.15
1,8,1.089
1,9,1.039
1,10,0.966
1,11,0.894
1,12,0.796
1,13,0.757
1,14,0.73
1,15,0.643
1,16,0.671
1,17,0.563
1,18,0.537
1,19,0.518
1,20,0.466
1,21,0.44
1,22,0.37
1,23,0.39
1,24,0.332
1,25,0.327
1,26,0.307
1,27,0.299
1,28,0.3
1,29,0.272
1,30,0.237
1,31,0.227
1,32,0.251
1,33,0.223
1,34,0.187
1,35,0.195
1,36,0.197
1,37,0.186
1,38,0.179
1,39,0.151
1,40,0.147
1,41,0.15
1,42,0.15
1,43,0.144
1,44,0.141
1,45,0.148
1,46,0.126
1,47,0.125
1,48,0.104
1,49,0.112
1,50,0.123
1,51,0.107
1,52,0.111
1,53,0.089
1,54,0.104
1,55,0.086
1,56,0.093
1,57,0.086
1,58,0.096
1,59,0.074
1,60,0.077
1,61,0.069
1,62,0.068
1,63,0.075
1,64,0.068
1,65,0.061
1,66,0.061
1,67,0.073
1,68,0.061
1,69,0.082
1,70,0.063
1,71,0.06
1,72,0.065
1,73,0.052
1,74,0.043
1,75,0.058
1,76,0.055
1,77,0.041
1,78,0.048
1,79,0.053
1,80,0.047
1,81,0.041
1,82,0.038
1,83,0.038
1,84,0.04
1,85,0.056
1,86,0.035
1,87,0.039
1,88,0.04
1,89,0.043
1,90,0.043
1,91,0.044
1,92,0.043
1,93,0.032
1,94,0.048
1,95,0.063
1,96,0.038
1,97,0.037
1,98,0.033
1,99,0.029
