client,round,loss
2,0,2.798
2,1,2.198
2,2,1.726
2,3,1.382
2,4,1.146
2,5,0.982
2,6,0.851
2,7,0.691
2,8,0.603
2,9,0.566
2,10,0.499
2,11,0.454
2,12,0.406
2,13,0.359
2,14,0.326
2,15,0.295
2,16,0.284
2,17,0.249
2,18,0.235
2,19,0.205
2,20,0.209
2,21,0.199
2,22,0.174
2,23,0.178
2,24,0.164
2,25,0.176
2,26,0.146
2,27,0.148
2,28,0.141
2,29,0.12
2,30,0.123
2,31,0.118
2,32,0.117
2,33,0.11
2,34,0.123
2,35,0.109
2,36,0.101
2,37,0.105
2,38,0.107
2,39,0.109
2,40,0.098
2,41,0.102
2,42,0.097
2,43,0.09
2,44,0.095
2,45,0.086
2,46,0.089
2,47,0.095
2,48,0.085
2,49,0.111
2,50,0.086
2,51,0.092
2,52,0.098
2,53,0.096
2,54,0.085
2,55,0.09
2,56,0.095
2,57,0.099
2,58,0.104
2,59,0.088
