round,cosine_ensemble_sim
1.0000,0.0727
2.0000,0.4117
3.0000,0.4221
4.0000,0.4456
5.0000,0.4353
6.0000,0.4235
7.0000,0.4220
8.0000,0.4293
9.0000,0.5078
10.0000,0.5191
11.0000,0.5028
12.0000,0.4938
13.0000,0.4134
14.0000,0.4055
15.0000,0.3265
16.0000,0.2781
17.0000,0.2728
18.0000,0.3098
19.0000,0.3839
20.0000,0.3836
21.0000,0.4462
22.0000,0.4570
23.0000,0.4472
24.0000,0.4506
25.0000,0.4533
26.0000,0.4511
27.0000,0.4643
28.0000,0.4652
29.0000,0.4572
30.0000,0.4408
31.0000,0.3588
32.0000,0.3553
33.0000,0.3568
34.0000,0.3663
35.0000,0.3720
36.0000,0.3717
37.0000,0.3739
38.0000,0.2942
39.0000,0.3663
40.0000,0.2999
41.0000,0.2782
42.0000,0.3466
43.0000,0.3466
44.0000,0.4258
45.0000,0.4318
46.0000,0.4466
47.0000,0.4458
48.0000,0.3793
49.0000,0.3762
50.0000,0.3634
51.0000,0.3602
52.0000,0.4214
53.0000,0.4259
54.0000,0.4299
55.0000,0.4395
56.0000,0.4388
57.0000,0.4333
58.0000,0.4305
59.0000,0.4234
60.0000,0.4199
61.0000,0.4205
62.0000,0.4160
63.0000,0.4149
64.0000,0.4194
65.0000,0.4228
66.0000,0.3690
67.0000,0.3633
68.0000,0.3426
69.0000,0.3370
70.0000,0.4082
71.0000,0.3461
72.0000,0.3515
73.0000,0.3523
74.0000,0.3487
75.0000,0.3504
76.0000,0.3619
77.0000,0.3620
78.0000,0.3625
79.0000,0.3625
80.0000,0.3622
81.0000,0.3488
82.0000,0.3293
83.0000,0.4016
84.0000,0.3315
85.0000,0.2498
86.0000,0.1609
87.0000,0.0451
88.0000,0.1649
89.0000,0.2514
90.0000,0.3262
91.0000,0.3918
92.0000,0.4029
93.0000,0.3912
94.0000,0.3915
95.0000,0.3871
96.0000,0.3835
97.0000,0.3194
98.0000,0.3325
99.0000,0.3308
