client,round,loss
1,0,4.295
1,1,3.895
1,2,3.488
1,3,3.048
1,4,2.705
1,5,2.462
1,6,2.327
1,7,2.178
1,8,2.046
1,9,1.941
1,10,1.852
1,11,1.78
1,12,1.708
1,13,1.62
1,14,1.579
1,15,1.498
1,16,1.426
1,17,1.366
1,18,1.35
1,19,1.308
1,20,1.268
1,21,1.254
1,22,1.228
1,23,1.198
1,24,1.156
1,25,1.104
1,26,1.095
1,27,1.051
1,28,1.01
1,29,1.009
1,30,0.973
1,31,0.938
1,32,0.902
1,33,0.879
1,34,0.844
1,35,0.834
1,36,0.807
1,37,0.785
1,38,0.757
1,39,0.774
1,40,0.737
1,41,0.696
1,42,0.7
1,43,0.69
1,44,0.672
1,45,0.675
1,46,0.674
1,47,0.65
1,48,0.616
1,49,0.601
1,50,0.593
1,51,0.592
1,52,0.583
1,53,0.551
1,54,0.561
1,55,0.552
1,56,0.525
1,57,0.546
1,58,0.517
1,59,0.506
1,60,0.519
1,61,0.489
1,62,0.496
1,63,0.494
1,64,0.468
1,65,0.462
1,66,0.441
1,67,0.444
1,68,0.427
1,69,0.417
1,70,0.414
1,71,0.39
1,72,0.391
1,73,0.389
1,74,0.384
1,75,0.374
1,76,0.366
1,77,0.366
1,78,0.357
1,79,0.362
1,80,0.357
1,81,0.342
1,82,0.327
1,83,0.356
1,84,0.328
1,85,0.294
1,86,0.272
1,87,0.211
1,88,0.26
1,89,0.305
1,90,0.314
1,91,0.315
1,92,0.32
1,93,0.308
1,94,0.309
1,95,0.303
1,96,0.298
1,97,0.275
1,98,0.275
1,99,0.277
