round,cosine_sim
0.0000,0.5471
1.0000,0.0885
2.0000,0.0661
3.0000,0.0652
4.0000,0.0499
5.0000,0.0506
6.0000,0.0517
7.0000,0.0419
8.0000,0.0354
9.0000,0.0338
10.0000,0.4983
11.0000,0.0300
12.0000,0.0348
13.0000,0.0322
14.0000,0.0211
15.0000,0.0294
16.0000,0.0297
17.0000,0.0258
18.0000,0.0192
19.0000,0.0158
20.0000,0.4477
21.0000,0.0218
22.0000,0.0218
23.0000,0.0174
24.0000,0.0174
25.0000,0.0201
26.0000,0.0184
27.0000,0.0153
28.0000,0.0140
29.0000,0.0198
30.0000,0.4255
31.0000,0.0129
32.0000,0.0156
33.0000,0.0157
34.0000,0.0124
35.0000,0.0119
36.0000,0.0149
37.0000,0.0129
38.0000,0.0170
39.0000,0.0143
40.0000,0.1315
41.0000,0.0124
42.0000,0.0103
43.0000,0.0142
44.0000,0.0122
45.0000,0.0131
46.0000,0.0120
47.0000,0.0121
48.0000,0.0116
49.0000,0.0093
50.0000,0.4334
51.0000,0.0104
52.0000,0.0093
53.0000,0.0104
54.0000,0.0102
55.0000,0.0100
56.0000,0.0121
57.0000,0.0086
58.0000,0.0108
59.0000,0.0151
60.0000,0.4272
61.0000,0.0082
62.0000,0.0102
63.0000,0.0089
64.0000,0.0105
65.0000,0.0096
66.0000,0.0088
67.0000,0.0104
68.0000,0.0073
69.0000,0.0075
70.0000,0.4389
71.0000,0.0099
72.0000,0.0098
73.0000,0.0072
74.0000,0.0075
75.0000,0.0093
76.0000,0.0087
77.0000,0.0071
78.0000,0.0074
79.0000,0.0063
80.0000,0.4403
81.0000,0.0092
82.0000,0.0072
83.0000,0.0058
84.0000,0.0067
85.0000,0.0068
86.0000,0.0067
87.0000,0.0061
88.0000,0.0080
89.0000,0.0116
90.0000,0.4138
91.0000,0.0060
92.0000,0.0082
93.0000,0.0069
94.0000,0.0116
95.0000,0.0062
96.0000,0.0059
97.0000,0.0052
98.0000,0.0064
99.0000,0.0084
