cosine_sim,student_norm,teacher_norm
0.8733,28.7653,24.8190
0.8653,29.0495,28.5792
0.8687,28.7714,23.7112
0.8818,28.8183,25.6247
0.5624,28.7520,18.3068
0.5627,28.7302,17.3075
0.5706,28.6312,17.5696
0.5670,28.3859,17.7553
0.5532,28.4664,15.9006
0.5375,28.7720,16.1142
0.5499,28.7190,16.3236
0.5677,28.4299,16.5053
0.5201,28.6320,17.1900
0.5126,28.9436,16.7297
0.5446,28.3306,16.8943
0.5417,28.5102,17.5135
0.5848,28.4201,18.5066
0.6095,28.5704,18.8900
0.5943,28.5361,18.7200
0.5913,28.4725,18.0350
0.5398,28.4599,18.3169
0.5388,28.5067,17.6871
0.5264,28.1543,17.2054
0.5525,27.9022,17.6847
0.5799,28.1430,19.9829
0.5348,28.2570,18.9215
0.5453,28.1104,18.9740
0.5716,27.9124,19.9197
0.6173,28.4500,20.6267
0.6004,28.4827,21.2828
0.5775,28.4009,18.1714
0.5965,27.6119,19.4902
0.6146,28.2898,19.6049
0.6318,28.0879,20.8822
0.6289,27.9885,19.4849
0.6107,28.1696,19.6051
0.5390,28.4442,17.7822
0.5249,27.8607,17.6251
0.5402,28.0562,17.4881
0.5264,27.9513,17.6282
0.5647,28.1848,20.8963
0.5687,28.2819,19.4244
0.5861,27.9953,20.9358
0.5750,27.8586,19.8910
0.5800,27.8345,21.2478
0.5762,27.6805,21.6661
0.5652,27.6885,21.2836
0.5805,28.0084,23.5495
0.6214,27.8437,23.2586
0.6398,27.8941,23.0177
0.6729,27.5001,25.2112
0.6376,27.3681,23.8234
0.6371,27.9879,27.8930
0.6151,27.6569,26.3413
0.6103,28.1397,26.0020
0.6097,27.9473,25.0868
0.6699,27.8366,28.1117
0.6504,27.8240,28.8600
0.6860,28.1258,27.4815
0.6808,27.6045,27.8026
0.6674,27.6549,24.9693
0.6754,27.5288,24.8442
0.6873,27.4750,26.6192
0.6900,27.4065,26.1297
0.7519,28.0421,26.0854
0.7986,27.9299,28.2729
0.7724,27.7452,27.1350
0.7550,27.0782,26.4518
0.7312,27.7436,27.8671
0.6942,27.4466,24.1763
0.7005,27.7808,23.7058
0.7068,27.0773,24.2728
0.7307,27.1900,23.6102
0.7218,26.9871,22.2394
0.7478,27.0898,25.3073
0.7686,27.0490,24.4672
0.6665,27.3583,22.3735
0.6547,27.0595,22.1543
0.6562,27.3496,22.3746
0.6844,27.0062,22.8625
0.6733,26.7688,24.0872
0.7020,27.0856,24.9782
0.6744,26.5783,23.6291
0.7096,27.2186,26.8500
0.6002,26.9393,22.4679
0.6170,26.7994,22.7462
0.6241,27.4935,23.4407
0.6110,27.0319,22.5342
0.6392,27.2938,26.5805
0.6198,27.0077,24.0502
0.6114,26.7221,25.3184
0.6332,26.9522,26.0850
0.6028,26.9935,24.6692
0.6251,27.1719,22.9591
0.6163,26.7887,24.1491
0.6384,26.9394,24.5449
0.6183,27.0715,25.5528
0.6175,26.8265,23.8733
0.6434,26.7736,23.5829
0.6291,26.7725,23.9568
0.6431,26.6712,21.9325
0.6088,26.3916,20.3516
0.6291,26.3668,21.8616
0.6239,26.6506,21.1642
0.6509,26.6387,20.9477
0.6222,26.0530,21.0299
0.6332,26.2913,21.8869
0.6346,26.6249,21.1049
0.6276,26.9646,22.5461
0.6403,26.4689,22.4844
0.6489,26.4090,22.8183
0.6317,26.8691,21.5365
0.6863,26.0811,22.5266
0.6570,26.4961,20.8955
0.6409,26.6443,20.8533
0.6555,26.2413,21.8715
0.6382,26.0001,21.5424
0.6479,26.1211,22.3039
0.6624,26.7512,22.8919
0.6565,26.0857,22.4035
0.7001,26.5161,24.7779
0.7255,25.7102,24.0825
0.7087,25.9795,23.0785
0.7336,26.2694,24.6348
0.6711,26.4090,25.2210
0.6874,25.7311,24.3746
0.6842,26.5218,25.6521
0.6810,26.0133,24.9069
0.6708,26.0814,23.3068
0.7060,26.2612,25.0665
0.6891,25.9621,24.0896
0.6981,25.9356,23.7242
0.6947,26.2109,26.1817
0.7018,26.3305,24.8851
0.7074,26.4411,25.1117
0.6835,26.0162,25.6682
0.7140,25.9962,24.9837
0.7322,25.7978,26.6832
0.7479,26.0136,26.6367
0.7301,26.1364,26.9987
0.6797,25.6378,25.5864
0.6944,25.7788,25.1962
0.6955,25.9424,24.6459
0.7037,26.0829,25.2801
0.7264,25.6979,25.1555
0.7193,26.2498,24.8545
0.7432,25.7524,24.3153
0.6859,25.7084,24.4517
0.7439,25.7087,22.7958
0.7815,26.0209,25.3301
0.7886,25.5357,24.9558
0.7481,25.4074,24.1876
0.7854,25.8284,25.6320
0.7784,25.3946,23.4571
0.7845,25.4963,23.7615
0.8150,26.1279,25.9111
0.7834,25.7135,23.4014
0.7877,25.7809,24.0386
0.7910,25.1976,22.4473
0.7940,25.2597,23.6993
0.7718,25.2147,22.4876
0.7828,25.1174,21.3763
0.7891,25.2417,22.7007
0.7905,25.6282,24.2075
0.8071,25.1430,21.8927
0.7985,24.8040,22.4967
0.8010,25.1513,21.3072
0.7790,25.3800,21.5572
