client,round,loss
1,0,2.635
1,1,2.547
1,2,2.395
1,3,1.977
1,4,1.685
1,5,1.501
1,6,1.202
1,7,1.11
1,8,1.157
1,9,0.984
1,10,0.987
1,11,1.058
1,12,0.924
1,13,0.791
1,14,0.771
1,15,0.786
1,16,0.834
1,17,0.513
1,18,0.639
1,19,0.507
1,20,0.627
1,21,0.578
1,22,0.658
1,23,0.582
1,24,0.604
1,25,0.783
1,26,0.513
1,27,0.524
1,28,0.519
1,29,0.55
1,30,0.463
1,31,0.434
1,32,0.466
1,33,0.519
1,34,0.585
1,35,0.446
1,36,0.516
1,37,0.427
1,38,0.368
1,39,0.324
1,40,0.319
1,41,0.341
1,42,0.306
