timestamp,dataset,rank1,mAP,loss
2025-07-28 21:36:51,1,0.5167,0.3241,0.0000
2025-07-29 00:02:04,1,0.5667,0.3978,0.0000
2025-07-29 02:22:31,1,0.5667,0.3913,0.0000
2025-07-29 04:52:31,1,0.5333,0.3954,0.0000
2025-07-29 07:10:37,1,0.5167,0.3736,0.0000
