client,round,loss
0,0,2.29
0,0,2.213
0,1,2.038
0,2,1.764
0,3,1.573
0,4,1.34
0,5,1.282
0,6,1.191
0,7,1.024
0,8,0.948
0,9,0.819
0,10,0.794
0,11,0.747
0,12,0.731
0,13,0.652
0,14,0.687
0,15,0.676
0,16,0.681
0,17,0.577
0,18,0.511
0,19,0.489
0,20,0.428
0,21,0.361
0,22,0.459
0,23,0.356
0,24,0.354
0,25,0.335
0,26,0.366
0,27,0.366
0,28,0.31
0,29,0.29
0,30,0.221
0,31,0.231
0,32,0.195
0,33,0.253
0,34,0.317
0,35,0.342
0,36,0.432
0,37,0.469
0,38,0.433
0,39,0.342
0,40,0.258
0,41,0.27
0,42,0.192
0,43,0.185
0,44,0.193
0,45,0.19
0,46,0.158
0,47,0.143
0,48,0.206
0,49,0.213
0,50,0.227
0,51,0.275
0,52,0.265
0,53,0.195
0,54,0.18
0,55,0.102
0,56,0.122
0,57,0.148
0,58,0.147
0,59,0.177
0,60,0.175
0,61,0.14
0,62,0.137
0,63,0.149
0,64,0.139
0,65,0.135
0,66,0.158
0,67,0.135
0,68,0.109
