round,cosine_sim
0.0000,0.3391
0.0000,0.3552
1.0000,0.1420
2.0000,0.0054
3.0000,0.0025
4.0000,0.0040
5.0000,0.0050
6.0000,0.0044
7.0000,0.0033
8.0000,0.0046
9.0000,0.0044
10.0000,0.1667
11.0000,0.0065
12.0000,0.0035
13.0000,0.0033
14.0000,0.0036
15.0000,0.0024
16.0000,0.0034
17.0000,0.0044
18.0000,0.0034
19.0000,0.0031
20.0000,0.2465
21.0000,0.0016
22.0000,0.0045
23.0000,0.0017
24.0000,0.0055
25.0000,0.0018
26.0000,0.0031
27.0000,0.0032
28.0000,0.0069
29.0000,0.0021
30.0000,0.1119
31.0000,0.0018
32.0000,0.0017
33.0000,0.0008
34.0000,0.0012
35.0000,0.0020
36.0000,0.0021
37.0000,0.0023
38.0000,0.0009
39.0000,0.0023
40.0000,0.1882
41.0000,0.0025
42.0000,0.0025
43.0000,0.0020
44.0000,0.0014
45.0000,0.0009
46.0000,0.0004
47.0000,0.0004
48.0000,0.0015
49.0000,0.0046
50.0000,0.5401
51.0000,0.0004
52.0000,0.0010
53.0000,0.0006
54.0000,0.0018
55.0000,0.0003
56.0000,0.0005
57.0000,0.0005
58.0000,0.0004
59.0000,0.0007
60.0000,0.1285
61.0000,0.0012
62.0000,0.0009
63.0000,0.0011
64.0000,0.0005
65.0000,0.0006
66.0000,0.0011
67.0000,0.0007
68.0000,0.0004
