client,round,loss
2,0,1.951
2,1,1.556
2,2,1.244
2,3,1.042
2,4,0.85
2,5,0.746
2,6,0.647
2,7,0.585
2,8,0.518
2,9,0.507
2,10,0.437
2,11,0.407
2,12,0.366
2,13,0.36
2,14,0.314
2,15,0.285
2,16,0.285
2,17,0.285
2,18,0.248
2,19,0.249
2,20,0.23
2,21,0.212
2,22,0.181
2,23,0.191
2,24,0.238
2,25,0.172
2,26,0.183
2,27,0.165
2,28,0.166
2,29,0.169
2,30,0.186
2,31,0.166
2,32,0.158
2,33,0.152
2,34,0.157
2,35,0.149
2,36,0.139
2,37,0.146
2,38,0.14
2,39,0.138
2,40,0.157
2,41,0.147
2,42,0.138
2,43,0.138
2,44,0.126
2,45,0.16
2,46,0.154
2,47,0.153
2,48,0.121
2,49,0.131
