cosine_sim,student_norm,teacher_norm
0.8823,29.0904,26.1105
0.9142,28.6057,25.6359
0.9351,29.2427,29.3692
0.9231,29.1741,26.6861
0.9140,29.1743,26.5079
0.9280,29.2049,28.0576
0.9397,29.1454,30.5293
0.9383,29.0793,28.6991
0.9475,29.1231,27.9189
0.9446,29.2049,28.4717
0.9387,29.2149,28.8206
0.9424,29.0246,28.8574
0.9359,29.2040,28.7585
0.8945,29.0326,28.9647
0.9217,29.1697,29.4619
0.9162,29.0326,28.6399
0.8996,28.9858,27.5626
0.9351,29.0287,29.3759
0.9116,28.9554,28.9391
0.8897,28.9883,29.3566
0.9349,29.1302,27.7628
0.9376,29.1896,28.5399
0.9291,28.9000,27.4375
0.9453,29.0212,28.4427
0.9288,28.9622,28.1417
0.9515,28.8349,27.6966
0.9487,28.8032,27.5414
0.8999,28.9563,28.7211
0.9008,28.8912,28.0296
0.9189,28.7874,28.5925
0.9636,28.8689,28.6391
0.9408,28.8596,27.2846
0.9196,28.9562,27.3097
0.9121,28.7911,28.2080
0.8981,28.7648,28.3087
0.9243,28.8609,27.9501
0.9224,28.7719,28.3311
0.9187,28.8876,28.0633
