epoch,loss,accuracy
1,4.758711005156895,0.20577830188679244
2,3.855223556734481,0.27358490566037735
3,3.1068763238079145,0.35200471698113206
4,2.627099385801351,0.43337264150943394
5,2.283553220191092,0.4994103773584906
6,2.0463877219074176,0.5406839622641509
7,1.8148465336493727,0.6020047169811321
8,1.6686988259261508,0.6261792452830188
9,1.4811111981014036,0.6739386792452831
10,1.3616154677463028,0.7040094339622641
11,1.2673148456609473,0.7211084905660378
12,1.144576515791551,0.7517688679245284
13,1.0675996564469248,0.7700471698113207
14,0.9771334191538253,0.7948113207547169
15,0.9053007786004048,0.8148584905660378
16,0.8434443726854505,0.8295990566037735
17,0.7706201160853764,0.8496462264150944
18,0.7224248040397212,0.8620283018867925
19,0.6674830952905259,0.8626179245283019
20,0.6034960201326406,0.8867924528301887
21,0.5649061706268562,0.8956367924528302
22,0.5242359418914003,0.9015330188679245
23,0.4849667431048627,0.9168632075471698
24,0.44090319579502324,0.9262971698113207
25,0.405445951335835,0.9351415094339622
26,0.3673166042228915,0.9510613207547169
27,0.35277127825988913,0.9475235849056604
28,0.31937246333877994,0.9610849056603774
29,0.2899935208963898,0.9663915094339622
30,0.2735434596268636,0.9681603773584906
31,0.25104314932283367,0.9740566037735849
32,0.22351874151038673,0.9846698113207547
33,0.2123584827443339,0.9811320754716981
34,0.2054672714955402,0.9840801886792453
35,0.1807360067823023,0.9887971698113207
36,0.1645153893052407,0.9911556603773585
37,0.1669190393163348,0.9893867924528302
38,0.14255266805302422,0.9929245283018868
39,0.1372600200603593,0.9941037735849056
40,0.13039716164458473,0.9929245283018868
41,0.11711329896495028,0.9964622641509434
42,0.10844168495738281,0.9988207547169812
43,0.11249722104589895,0.9970518867924528
44,0.11154776699138137,0.9970518867924528
45,0.1077200545454925,0.9976415094339622
46,0.11239922412161557,0.9982311320754716
47,0.10679180006373604,0.9970518867924528
48,0.10778959510180186,0.9970518867924528
49,0.1069348821381353,0.9970518867924528
50,0.10662319117559577,0.995872641509434
51,0.10914698222054625,0.9964622641509434
52,0.10135105856746998,0.9976415094339622
53,0.10072276291419875,0.9976415094339622
54,0.10253805280575212,0.9976415094339622
55,0.10477807400923855,0.9982311320754716
56,0.10213088982228963,0.9982311320754716
57,0.10303449827545094,0.9970518867924528
58,0.09813020933630331,0.9994103773584906
59,0.09680857590206389,0.9994103773584906
60,0.09770527250080738,0.9976415094339622
61,0.09481459335898454,0.9988207547169812
62,0.09594092574321998,0.9988207547169812
63,0.09486172432607075,0.995872641509434
64,0.0918049025788622,0.9988207547169812
65,0.09531691297888756,0.9982311320754716
66,0.09375180205646551,0.9988207547169812
67,0.09087545793714388,0.9982311320754716
68,0.0954775592347361,0.995872641509434
69,0.09361871128093521,0.9976415094339622
70,0.08915799473113609,0.9982311320754716
71,0.08776273381597591,0.9982311320754716
72,0.08877534819942601,0.9982311320754716
73,0.08819912707889979,0.9976415094339622
74,0.08835668918096794,0.9988207547169812
75,0.09081187781016782,0.9982311320754716
76,0.08957221432817432,0.9988207547169812
77,0.08946260117556688,0.9988207547169812
78,0.09075112651400971,0.9982311320754716
79,0.08715881101505936,0.9994103773584906
80,0.08950609509956162,0.9970518867924528
81,0.08425505909155,0.9994103773584906
82,0.08685244289490412,0.9976415094339622
83,0.08895905554856894,0.9976415094339622
84,0.0838500487284278,1.0
85,0.08710991928599915,0.9988207547169812
86,0.08444898364678868,0.9982311320754716
87,0.08952005390288695,0.9982311320754716
88,0.08572150246714647,0.9994103773584906
89,0.08218946198950398,0.9988207547169812
90,0.0853128759014719,0.9982311320754716
91,0.08487725974816196,0.9982311320754716
92,0.08351206456152897,1.0
93,0.09046742667988786,0.9994103773584906
94,0.08330370991859797,0.9982311320754716
95,0.08162380884981381,0.9994103773584906
96,0.08524297536262926,0.9994103773584906
97,0.09137647187794154,0.9982311320754716
98,0.08257371478907342,0.9982311320754716
99,0.08078497845046925,0.9994103773584906
100,0.08675033177407283,0.9982311320754716
