round,cosine_sim
0.0000,0.4557
1.0000,0.5359
2.0000,0.0000
3.0000,0.0000
4.0000,0.0000
5.0000,0.0000
6.0000,0.0000
7.0000,0.0000
8.0000,0.0000
9.0000,0.0000
10.0000,0.1890
11.0000,0.0000
12.0000,0.0000
13.0000,0.0001
14.0000,0.0000
15.0000,0.0000
16.0000,0.0000
17.0000,0.0000
18.0000,0.0001
19.0000,0.0001
20.0000,0.3081
21.0000,0.0000
22.0000,0.0001
23.0000,0.0000
24.0000,0.0000
25.0000,0.0001
26.0000,0.0001
27.0000,0.0001
28.0000,0.0000
29.0000,0.0001
30.0000,0.2915
31.0000,0.0000
32.0000,0.0000
33.0000,0.0000
34.0000,0.0000
35.0000,0.0000
36.0000,0.0001
37.0000,0.0000
38.0000,0.0001
39.0000,0.0000
40.0000,0.5939
41.0000,0.0000
42.0000,0.0001
43.0000,0.0001
44.0000,0.0001
45.0000,0.0001
46.0000,0.0001
47.0000,0.0000
48.0000,0.0001
49.0000,0.0000
50.0000,0.4185
51.0000,0.0000
52.0000,0.0000
53.0000,0.0001
54.0000,0.0001
55.0000,0.0001
56.0000,0.0001
57.0000,0.0001
58.0000,0.0000
59.0000,0.0001
60.0000,0.3097
61.0000,0.0000
62.0000,0.0001
63.0000,0.0001
64.0000,0.0001
65.0000,0.0001
66.0000,0.0000
67.0000,0.0000
68.0000,0.0000
69.0000,0.0001
70.0000,0.2445
71.0000,0.0001
72.0000,0.0001
73.0000,0.0000
74.0000,0.0001
75.0000,0.0001
76.0000,0.0001
77.0000,0.0001
78.0000,0.0001
79.0000,0.0000
80.0000,0.4043
81.0000,0.0000
82.0000,0.0000
83.0000,0.0000
84.0000,0.0000
85.0000,0.0000
86.0000,0.0001
87.0000,0.0000
88.0000,0.0000
89.0000,0.0001
90.0000,0.2890
91.0000,0.0000
92.0000,0.0000
93.0000,0.0000
94.0000,0.0001
95.0000,0.0000
96.0000,0.0001
97.0000,0.0000
98.0000,0.0001
99.0000,0.0000
