client,round,loss
2,0,0.695
2,1,0.685
2,2,0.68
2,3,0.661
2,4,0.655
2,5,0.646
2,6,0.631
2,7,0.642
2,8,0.621
2,9,0.617
2,10,0.618
2,11,0.592
2,12,0.597
2,13,0.581
2,14,0.562
2,15,0.563
2,16,0.578
2,17,0.56
2,18,0.544
2,19,0.549
2,20,0.533
2,21,0.504
2,22,0.51
2,23,0.485
2,24,0.467
2,25,0.476
2,26,0.492
2,27,0.485
2,28,0.463
2,29,0.447
2,30,0.43
2,31,0.417
2,32,0.418
2,33,0.448
2,34,0.399
2,35,0.374
2,36,0.432
2,37,0.388
2,38,0.405
2,39,0.375
2,40,0.358
2,41,0.384
2,42,0.386
2,43,0.352
2,44,0.353
2,45,0.32
2,46,0.339
2,47,0.33
2,48,0.331
2,49,0.314
2,50,0.299
2,51,0.302
2,52,0.291
2,53,0.347
2,54,0.329
2,55,0.292
2,56,0.34
2,57,0.29
2,58,0.286
2,59,0.302
2,60,0.275
2,61,0.275
2,62,0.282
2,63,0.279
2,64,0.26
2,65,0.257
2,66,0.274
2,67,0.223
2,68,0.242
2,69,0.26
2,70,0.281
2,71,0.247
2,72,0.244
2,73,0.23
2,74,0.223
2,75,0.247
2,76,0.239
2,77,0.212
2,78,0.222
2,79,0.215
2,80,0.24
2,81,0.189
2,82,0.233
2,83,0.222
2,84,0.218
2,85,0.198
2,86,0.209
2,87,0.229
2,88,0.182
2,89,0.213
2,90,0.202
2,91,0.191
2,92,0.175
2,93,0.182
2,94,0.163
2,95,0.188
2,96,0.201
2,97,0.187
2,98,0.201
2,99,0.159
