client,round,loss
2,0,1.381
2,1,0.915
2,2,0.718
2,3,0.567
2,4,0.435
2,5,0.378
2,6,0.37
2,7,0.303
2,8,0.324
2,9,0.195
2,10,0.2
2,11,0.174
2,12,0.165
2,13,0.137
2,14,0.154
2,15,0.113
2,16,0.118
2,17,0.099
2,18,0.114
2,19,0.072
2,20,0.084
2,21,0.091
2,22,0.076
2,23,0.061
2,24,0.062
2,25,0.105
2,26,0.048
2,27,0.061
2,28,0.047
2,29,0.054
2,30,0.073
2,31,0.071
2,32,0.057
2,33,0.049
2,34,0.032
2,35,0.052
2,36,0.05
2,37,0.057
2,38,0.047
2,39,0.032
2,40,0.03
2,41,0.056
2,42,0.027
2,43,0.04
2,44,0.142
2,45,0.028
2,46,0.052
2,47,0.019
2,48,0.023
2,49,0.028
2,50,0.032
2,51,0.029
