round,cosine_sim
0.0000,0.5471
1.0000,0.1035
2.0000,0.0645
3.0000,0.0703
4.0000,0.0537
5.0000,0.0483
6.0000,0.0519
7.0000,0.0432
8.0000,0.0348
9.0000,0.0361
10.0000,0.5055
11.0000,0.0303
12.0000,0.0358
13.0000,0.0324
14.0000,0.0264
15.0000,0.0265
16.0000,0.0278
17.0000,0.0254
18.0000,0.0219
19.0000,0.0165
20.0000,0.4731
21.0000,0.0173
22.0000,0.0174
23.0000,0.0214
24.0000,0.0158
25.0000,0.0209
26.0000,0.0157
27.0000,0.0166
28.0000,0.0144
29.0000,0.0225
30.0000,0.4432
31.0000,0.0155
32.0000,0.0158
33.0000,0.0199
34.0000,0.0136
35.0000,0.0128
36.0000,0.0145
37.0000,0.0155
38.0000,0.0154
39.0000,0.0142
40.0000,0.0964
41.0000,0.0157
42.0000,0.0127
43.0000,0.0159
44.0000,0.0138
45.0000,0.0121
46.0000,0.0120
47.0000,0.0121
48.0000,0.0122
49.0000,0.0095
50.0000,0.4664
51.0000,0.0110
52.0000,0.0097
53.0000,0.0109
54.0000,0.0119
55.0000,0.0150
56.0000,0.0130
57.0000,0.0079
58.0000,0.0110
59.0000,0.0149
60.0000,0.4534
61.0000,0.0114
62.0000,0.0112
63.0000,0.0118
64.0000,0.0129
65.0000,0.0102
66.0000,0.0093
67.0000,0.0100
68.0000,0.0089
69.0000,0.0077
70.0000,0.4768
71.0000,0.0106
72.0000,0.0111
73.0000,0.0082
74.0000,0.0079
75.0000,0.0105
76.0000,0.0120
77.0000,0.0091
78.0000,0.0084
79.0000,0.0085
80.0000,0.4854
81.0000,0.0099
82.0000,0.0084
83.0000,0.0061
84.0000,0.0084
85.0000,0.0076
86.0000,0.0079
87.0000,0.0086
88.0000,0.0080
89.0000,0.0100
90.0000,0.4709
91.0000,0.0064
92.0000,0.0078
93.0000,0.0086
94.0000,0.0110
95.0000,0.0069
96.0000,0.0066
97.0000,0.0056
98.0000,0.0077
99.0000,0.0090
