timestamp,dataset,rank1,mAP,loss
2025-07-21 17:10:26,0,0.4667,0.3072,0.0000
2025-07-21 17:15:02,0,0.5000,0.3301,0.0000
2025-07-21 17:18:51,0,0.5000,0.3312,0.0000
2025-07-21 17:22:39,0,0.5333,0.3471,0.0000
2025-07-21 17:26:29,0,0.5000,0.3339,0.0000
2025-07-21 17:30:16,0,0.5333,0.3496,0.0000
