timestamp,dataset,rank1,mAP,loss
2025-07-29 06:44:19,0,0.5833,0.3934,0.0000
2025-07-29 09:01:44,0,0.6833,0.4693,0.0000
2025-07-29 11:25:35,0,0.6667,0.4793,0.0000
