client,round,loss
0,0,2.972
0,1,2.839
0,2,2.728
0,3,2.62
0,4,2.515
0,5,2.405
0,6,2.33
0,7,2.223
0,8,2.137
0,9,2.073
0,10,1.989
0,11,1.888
0,12,1.849
0,13,1.795
0,14,1.728
0,15,1.703
0,16,1.597
0,17,1.604
0,18,1.53
0,19,1.467
0,20,1.444
0,21,1.451
0,22,1.358
0,23,1.316
0,24,1.32
0,25,1.246
0,26,1.272
0,27,1.214
0,28,1.177
0,29,1.169
0,30,1.179
0,31,1.128
0,32,1.12
0,33,1.092
0,34,1.077
0,35,1.059
0,36,0.974
0,37,0.99
0,38,0.996
0,39,0.993
0,40,0.972
0,41,0.9
0,42,0.905
0,43,0.869
0,44,0.898
0,45,0.883
0,46,0.834
0,47,0.842
0,48,0.823
0,49,0.799
