client,round,loss
1,0,2.741
1,1,1.948
1,2,1.467
1,3,1.096
1,4,0.881
1,5,0.727
1,6,0.602
1,7,0.508
1,8,0.436
1,9,0.39
1,10,0.326
1,11,0.296
1,12,0.239
1,13,0.216
1,14,0.19
1,15,0.157
1,16,0.166
1,17,0.154
1,18,0.127
1,19,0.1
1,20,0.103
1,21,0.093
1,22,0.1
1,23,0.079
1,24,0.069
1,25,0.068
1,26,0.071
1,27,0.055
1,28,0.058
1,29,0.052
1,30,0.05
1,31,0.054
1,32,0.046
1,33,0.043
1,34,0.055
1,35,0.046
1,36,0.036
1,37,0.035
1,38,0.036
1,39,0.036
1,40,0.032
1,41,0.038
1,42,0.032
1,43,0.033
1,44,0.029
1,45,0.039
1,46,0.026
1,47,0.026
1,48,0.025
1,49,0.028
1,50,0.023
1,51,0.024
1,52,0.026
1,53,0.028
1,54,0.026
1,55,0.029
1,56,0.024
1,57,0.028
1,58,0.022
1,59,0.022
1,60,0.024
1,61,0.021
1,62,0.024
1,63,0.025
1,64,0.021
1,65,0.023
1,66,0.023
1,67,0.024
1,68,0.02
1,69,0.021
1,70,0.02
1,71,0.021
1,72,0.017
1,73,0.018
1,74,0.018
1,75,0.022
1,76,0.021
1,77,0.021
1,78,0.018
1,79,0.021
