timestamp,dataset,rank1,mAP,valid_queries,loss
2025-07-17 07:58:46,0,0.0000,0.1546,18,0.0000
2025-07-17 07:59:14,1,0.7333,0.6514,30,0.0000
2025-07-17 07:59:40,2,0.0000,0.1470,30,0.0000
