client,round,loss
2,0,0.685
2,1,0.642
2,2,0.613
2,3,0.576
2,4,0.527
2,5,0.492
2,6,0.501
2,7,0.439
2,8,0.426
2,9,0.41
2,10,0.394
2,11,0.366
2,12,0.36
2,13,0.312
2,14,0.302
2,15,0.281
2,16,0.315
2,17,0.263
2,18,0.259
2,19,0.23
2,20,0.212
2,21,0.205
2,22,0.183
2,23,0.168
2,24,0.19
2,25,0.204
2,26,0.165
2,27,0.185
2,28,0.143
2,29,0.147
2,30,0.134
2,31,0.131
2,32,0.176
2,33,0.124
2,34,0.154
2,35,0.121
2,36,0.123
2,37,0.128
2,38,0.107
2,39,0.105
2,40,0.1
2,41,0.184
2,42,0.093
2,43,0.119
2,44,0.12
2,45,0.086
2,46,0.083
2,47,0.083
2,48,0.07
2,49,0.077
2,50,0.085
2,51,0.09
2,52,0.095
2,53,0.076
2,54,0.078
2,55,0.104
2,56,0.127
2,57,0.079
2,58,0.074
2,59,0.07
2,60,0.072
2,61,0.059
2,62,0.057
2,63,0.059
2,64,0.064
2,65,0.059
2,66,0.047
2,67,0.055
2,68,0.056
2,69,0.065
2,70,0.048
2,71,0.052
2,72,0.059
2,73,0.052
2,74,0.045
2,75,0.076
2,76,0.055
2,77,0.05
2,78,0.051
2,79,0.054
2,80,0.047
2,81,0.045
2,82,0.038
2,83,0.037
2,84,0.028
2,85,0.035
2,86,0.046
2,87,0.047
2,88,0.047
2,89,0.045
2,90,0.037
2,91,0.039
2,92,0.03
2,93,0.033
2,94,0.036
2,95,0.034
2,96,0.029
2,97,0.031
2,98,0.034
2,99,0.039
