client,round,loss
0,0,1.116
0,1,0.341
0,2,0.192
0,3,0.106
0,4,0.077
0,5,0.072
0,6,0.057
0,7,0.039
0,8,0.037
0,9,0.035
0,10,0.03
0,11,0.025
0,12,0.024
0,13,0.022
0,14,0.021
0,15,0.02
0,16,0.019
0,17,0.021
0,18,0.019
0,19,0.023
0,20,0.021
0,21,0.016
0,22,0.016
0,23,0.019
0,24,0.016
0,25,0.016
0,26,0.017
0,27,0.017
0,28,0.017
0,29,0.017
0,30,0.014
0,31,0.014
0,32,0.016
0,33,0.015
0,34,0.012
0,35,0.017
0,36,0.016
0,37,0.016
0,38,0.014
0,39,0.017
0,40,0.013
0,41,0.015
0,42,0.015
0,43,0.014
0,44,0.013
0,45,0.014
0,46,0.012
0,47,0.014
0,48,0.014
0,49,0.014
