client,round,loss
1,0,1.079
1,1,1.01
1,2,0.952
1,3,0.889
1,4,0.822
1,5,0.834
1,6,0.761
1,7,0.705
1,8,0.712
1,9,0.64
1,10,0.621
1,11,0.59
1,12,0.567
1,13,0.52
1,14,0.513
1,15,0.495
1,16,0.482
1,17,0.44
1,18,0.464
1,19,0.459
1,20,0.456
1,21,0.45
1,22,0.372
1,23,0.421
1,24,0.394
1,25,0.395
1,26,0.367
1,27,0.339
1,28,0.359
1,29,0.361
1,30,0.351
1,31,0.326
1,32,0.311
1,33,0.338
1,34,0.317
1,35,0.29
1,36,0.305
1,37,0.312
1,38,0.315
1,39,0.309
1,40,0.282
1,41,0.278
1,42,0.268
1,43,0.268
1,44,0.24
1,45,0.244
1,46,0.235
1,47,0.243
1,48,0.258
1,49,0.246
