client,round,loss
1,0,1.676
1,1,0.816
1,2,0.543
1,3,0.361
1,4,0.289
1,5,0.206
1,6,0.183
1,7,0.142
1,8,0.126
1,9,0.121
1,10,0.099
1,11,0.11
1,12,0.086
1,13,0.076
1,14,0.075
1,15,0.067
1,16,0.069
1,17,0.077
1,18,0.082
1,19,0.083
1,20,0.079
1,21,0.072
1,22,0.071
1,23,0.081
1,24,0.072
1,25,0.074
1,26,0.063
1,27,0.062
1,28,0.067
1,29,0.075
1,30,0.064
1,31,0.074
1,32,0.068
1,33,0.057
1,34,0.051
1,35,0.056
1,36,0.051
1,37,0.05
1,38,0.049
1,39,0.054
1,40,0.057
1,41,0.058
1,42,0.067
1,43,0.063
1,44,0.057
1,45,0.054
1,46,0.062
1,47,0.064
1,48,0.057
1,49,0.057
