client,round,loss
3,0,2.419
3,1,2.363
3,2,1.769
3,3,1.406
3,4,1.168
3,5,1.143
3,6,0.977
3,7,0.905
3,8,0.829
3,9,0.759
3,10,0.73
3,11,0.668
3,12,0.62
3,13,0.587
3,14,0.544
3,15,0.597
3,16,0.552
3,17,0.736
3,18,0.519
3,19,0.505
3,20,0.339
3,21,0.338
3,22,0.305
3,23,0.317
3,24,0.298
3,25,0.282
3,26,0.271
3,27,0.278
3,28,0.262
3,29,0.226
3,30,0.226
3,31,0.236
3,32,0.222
3,33,0.194
3,34,0.212
3,35,0.28
3,36,0.198
3,37,0.202
3,38,0.279
3,39,0.267
3,40,0.26
3,41,0.251
3,42,0.231
3,43,0.162
