client,round,loss
1,0,3.168
1,1,2.907
1,2,2.666
1,3,2.416
1,4,2.205
1,5,2.004
1,6,1.802
1,7,1.659
1,8,1.525
1,9,1.414
1,10,1.329
1,11,1.211
1,12,1.124
1,13,1.013
1,14,0.957
1,15,0.943
1,16,0.94
1,17,0.852
1,18,0.769
1,19,0.729
1,20,0.667
1,21,0.639
1,22,0.633
1,23,0.567
1,24,0.515
1,25,0.53
1,26,0.526
1,27,0.518
1,28,0.485
1,29,0.447
1,30,0.486
1,31,0.436
1,32,0.423
1,33,0.421
1,34,0.331
1,35,0.335
1,36,0.329
1,37,0.32
1,38,0.321
1,39,0.288
1,40,0.32
1,41,0.379
1,42,0.308
1,43,0.309
1,44,0.258
1,45,0.253
1,46,0.349
1,47,0.269
1,48,0.262
1,49,0.269
