client,round,loss
0,0,3.244
0,1,3.759
0,2,2.694
0,3,2.267
0,4,1.996
0,5,1.773
0,6,1.675
0,7,1.544
0,8,1.414
0,9,1.283
0,10,1.238
0,11,1.218
0,12,1.245
0,13,1.251
0,14,1.098
0,15,1.025
0,16,0.949
0,17,0.898
0,18,0.907
0,19,0.783
0,20,0.897
0,21,0.773
0,22,0.796
0,23,0.881
0,24,0.734
0,25,0.772
0,26,0.702
0,27,0.639
0,28,0.649
0,29,0.619
0,30,0.615
0,31,0.649
0,32,0.572
0,33,0.547
0,34,0.513
0,35,0.514
0,36,0.536
0,37,0.509
0,38,0.506
0,39,0.469
0,40,0.438
0,41,0.478
0,42,0.541
0,43,0.465
0,44,0.452
0,45,0.461
