client,round,loss
1,0,4.169
1,1,4.542
1,2,3.53
1,3,2.789
1,4,2.517
1,5,2.254
1,6,2.12
1,7,1.982
1,8,1.881
1,9,1.71
1,10,1.606
1,11,1.564
1,12,1.467
1,13,1.376
1,14,1.347
1,15,1.281
1,16,1.173
1,17,1.173
1,18,1.076
1,19,1.069
1,20,1.16
1,21,0.97
1,22,0.944
1,23,0.984
1,24,0.856
1,25,0.823
1,26,0.827
1,27,0.764
1,28,0.748
1,29,0.721
1,30,0.66
1,31,0.68
1,32,0.637
1,33,0.618
1,34,0.626
1,35,0.583
1,36,0.565
1,37,0.57
1,38,0.491
1,39,0.47
1,40,0.476
1,41,0.449
1,42,0.452
1,43,0.409
1,44,0.445
