client,round,loss
0,0,3.253
0,1,2.721
0,2,2.254
0,3,1.937
0,4,1.723
0,5,1.569
0,6,1.429
0,7,1.269
0,8,1.26
0,9,1.141
0,10,1.04
0,11,0.984
0,12,0.959
0,13,0.898
0,14,0.854
0,15,0.826
0,16,0.778
0,17,0.717
0,18,0.726
0,19,0.672
0,20,0.666
0,21,0.593
0,22,0.641
0,23,0.586
0,24,0.549
0,25,0.542
0,26,0.525
0,27,0.488
0,28,0.511
0,29,0.463
0,30,0.457
0,31,0.457
0,32,0.435
0,33,0.407
0,34,0.408
0,35,0.399
0,36,0.37
0,37,0.346
0,38,0.361
0,39,0.368
0,40,0.325
0,41,0.333
0,42,0.315
0,43,0.311
0,44,0.294
0,45,0.289
0,46,0.286
0,47,0.292
0,48,0.268
0,49,0.262
0,50,0.247
0,51,0.27
0,52,0.225
0,53,0.234
0,54,0.227
0,55,0.213
0,56,0.209
0,57,0.216
0,58,0.219
0,59,0.204
0,60,0.205
0,61,0.197
0,62,0.203
0,63,0.2
0,64,0.181
0,65,0.192
0,66,0.178
0,67,0.189
0,68,0.176
0,69,0.154
0,70,0.169
0,71,0.17
0,72,0.153
0,73,0.16
0,74,0.149
0,75,0.147
0,76,0.133
0,77,0.141
0,78,0.144
0,79,0.139
0,80,0.141
0,81,0.131
0,82,0.137
0,83,0.139
0,84,0.119
0,85,0.116
0,86,0.117
0,87,0.106
0,88,0.113
0,89,0.117
0,90,0.107
0,91,0.109
0,92,0.109
0,93,0.118
0,94,0.108
0,95,0.121
0,96,0.102
0,97,0.1
0,98,0.1
0,99,0.093
