round,cosine_sim
0.0000,0.2953
1.0000,0.5577
2.0000,0.0082
3.0000,0.0082
4.0000,0.0096
5.0000,0.0093
6.0000,0.0049
7.0000,0.0049
8.0000,0.0038
9.0000,0.0047
10.0000,0.0903
11.0000,0.0040
12.0000,0.0043
13.0000,0.0040
14.0000,0.0033
15.0000,0.0046
16.0000,0.0030
17.0000,0.0033
18.0000,0.0026
19.0000,0.0028
20.0000,0.1618
21.0000,0.0033
22.0000,0.0030
23.0000,0.0028
24.0000,0.0021
25.0000,0.0020
26.0000,0.0018
27.0000,0.0019
28.0000,0.0026
29.0000,0.0037
30.0000,0.0382
31.0000,0.0030
32.0000,0.0022
33.0000,0.0019
34.0000,0.0033
35.0000,0.0025
36.0000,0.0022
37.0000,0.0020
38.0000,0.0022
39.0000,0.0019
40.0000,0.5988
41.0000,0.0023
42.0000,0.0017
43.0000,0.0011
44.0000,0.0021
45.0000,0.0019
46.0000,0.0015
47.0000,0.0023
48.0000,0.0012
49.0000,0.0014
50.0000,0.0373
51.0000,0.0023
52.0000,0.0015
53.0000,0.0017
54.0000,0.0023
55.0000,0.0010
56.0000,0.0009
57.0000,0.0016
58.0000,0.0014
59.0000,0.0016
60.0000,0.1529
61.0000,0.0010
62.0000,0.0024
63.0000,0.0011
64.0000,0.0012
65.0000,0.0026
66.0000,0.0013
67.0000,0.0016
68.0000,0.0011
69.0000,0.0011
70.0000,0.1588
71.0000,0.0015
72.0000,0.0018
73.0000,0.0012
74.0000,0.0015
75.0000,0.0017
76.0000,0.0011
77.0000,0.0014
78.0000,0.0009
79.0000,0.0016
80.0000,0.1753
81.0000,0.0009
82.0000,0.0015
83.0000,0.0008
84.0000,0.0013
85.0000,0.0013
86.0000,0.0015
87.0000,0.0006
88.0000,0.0017
89.0000,0.0010
90.0000,0.1500
91.0000,0.0015
92.0000,0.0009
93.0000,0.0017
94.0000,0.0007
95.0000,0.0014
96.0000,0.0010
97.0000,0.0017
98.0000,0.0009
99.0000,0.0009
