timestamp,dataset,rank1,mAP,loss
2025-07-29 09:01:30,0,0.6250,0.3047,0.0000
2025-07-29 09:05:11,0,0.6250,0.3430,0.0000
2025-07-29 09:09:47,0,0.6250,0.3262,0.0000
2025-07-29 09:15:19,0,0.6250,0.3197,0.0000
2025-07-29 09:21:15,0,0.6500,0.3391,0.0000
2025-07-29 09:26:21,0,0.6250,0.3269,0.0000
2025-07-29 10:04:08,0,0.6250,0.3047,0.0000
2025-07-29 10:07:47,0,0.6750,0.3246,0.0000
2025-07-29 10:12:25,0,0.6750,0.3184,0.0000
2025-07-29 10:17:56,0,0.7000,0.3352,0.0000
2025-07-29 10:23:54,0,0.7000,0.3358,0.0000
2025-07-29 10:29:01,0,0.6750,0.3213,0.0000
