client,round,loss
2,0,2.978
2,1,2.862
2,2,2.751
2,3,2.654
2,4,2.537
2,5,2.461
2,6,2.366
2,7,2.3
2,8,2.195
2,9,2.109
2,10,2.059
2,11,1.969
2,12,1.937
2,13,1.837
2,14,1.811
2,15,1.753
2,16,1.679
2,17,1.611
2,18,1.612
2,19,1.572
2,20,1.54
2,21,1.499
2,22,1.42
2,23,1.353
2,24,1.347
2,25,1.321
2,26,1.301
2,27,1.278
2,28,1.246
2,29,1.189
2,30,1.209
2,31,1.141
2,32,1.134
2,33,1.11
2,34,1.079
2,35,1.075
2,36,1.065
2,37,1.055
2,38,1.018
2,39,1.006
2,40,0.944
2,41,0.976
2,42,0.947
2,43,0.927
2,44,0.887
2,45,0.924
2,46,0.962
2,47,0.892
2,48,0.894
2,49,0.861
