client,round,loss
3,0,2.624
3,1,2.555
3,2,2.499
3,3,2.434
3,4,2.37
3,5,2.291
3,6,2.246
3,7,2.186
3,8,2.126
3,9,2.071
3,10,2.017
3,11,1.974
3,12,1.914
3,13,1.873
3,14,1.818
3,15,1.759
3,16,1.737
3,17,1.683
3,18,1.602
3,19,1.575
3,20,1.484
3,21,1.468
3,22,1.372
3,23,1.302
3,24,1.268
3,25,1.213
3,26,1.18
3,27,1.153
3,28,1.081
3,29,1.042
3,30,1.033
3,31,0.946
3,32,0.891
3,33,0.876
3,34,0.838
3,35,0.783
3,36,0.762
3,37,0.739
3,38,0.7
3,39,0.637
3,40,0.633
3,41,0.554
3,42,0.583
3,43,0.524
3,44,0.507
3,45,0.512
3,46,0.507
3,47,0.464
3,48,0.474
3,49,0.438
3,50,0.379
3,51,0.395
3,52,0.39
3,53,0.367
3,54,0.338
3,55,0.332
3,56,0.36
3,57,0.323
3,58,0.301
3,59,0.274
3,60,0.267
3,61,0.279
3,62,0.257
3,63,0.234
3,64,0.25
3,65,0.244
3,66,0.238
3,67,0.217
3,68,0.191
3,69,0.188
3,70,0.19
3,71,0.175
3,72,0.176
3,73,0.18
3,74,0.162
3,75,0.189
3,76,0.162
3,77,0.179
3,78,0.162
3,79,0.141
3,80,0.156
3,81,0.127
3,82,0.153
3,83,0.128
3,84,0.125
3,85,0.142
3,86,0.127
3,87,0.123
3,88,0.12
3,89,0.115
3,90,0.123
3,91,0.109
3,92,0.111
3,93,0.124
3,94,0.101
3,95,0.1
3,96,0.103
3,97,0.075
3,98,0.089
3,99,0.087
