round,cosine_sim
0.0000,0.4563
1.0000,0.4782
2.0000,0.0219
3.0000,0.0123
4.0000,0.0237
5.0000,0.0420
6.0000,0.0300
7.0000,0.0354
8.0000,0.0368
9.0000,0.0274
10.0000,0.3728
11.0000,0.0456
12.0000,0.0383
13.0000,0.0323
14.0000,0.0278
15.0000,0.0417
16.0000,0.0497
17.0000,0.0372
18.0000,0.0379
19.0000,0.0270
20.0000,0.0795
21.0000,0.0304
22.0000,0.0286
23.0000,0.0374
24.0000,0.0306
25.0000,0.0336
26.0000,0.0294
27.0000,0.0245
28.0000,0.0388
29.0000,0.0419
30.0000,0.1384
31.0000,0.0132
32.0000,0.0221
33.0000,0.0192
34.0000,0.0282
35.0000,0.0193
36.0000,0.0178
37.0000,0.0192
38.0000,0.0167
39.0000,0.0122
40.0000,0.5437
41.0000,0.0123
42.0000,0.0217
43.0000,0.0118
44.0000,0.0124
45.0000,0.0131
46.0000,0.0188
47.0000,0.0177
48.0000,0.0112
49.0000,0.0130
50.0000,0.3711
51.0000,0.0187
52.0000,0.0105
53.0000,0.0103
54.0000,0.0076
55.0000,0.0109
56.0000,0.0151
57.0000,0.0142
58.0000,0.0079
59.0000,0.0086
60.0000,0.0608
61.0000,0.0065
62.0000,0.0048
63.0000,0.0083
64.0000,0.0068
65.0000,0.0048
66.0000,0.0066
67.0000,0.0062
68.0000,0.0066
69.0000,0.0064
70.0000,0.1402
71.0000,0.0098
72.0000,0.0067
73.0000,0.0057
74.0000,0.0074
75.0000,0.0033
76.0000,0.0043
77.0000,0.0127
78.0000,0.0106
79.0000,0.0100
80.0000,0.3164
81.0000,0.0076
82.0000,0.0081
83.0000,0.0103
84.0000,0.0041
85.0000,0.0086
86.0000,0.0046
87.0000,0.0093
88.0000,0.0044
89.0000,0.0048
90.0000,0.1453
91.0000,0.0048
92.0000,0.0036
93.0000,0.0061
94.0000,0.0037
95.0000,0.0033
96.0000,0.0025
97.0000,0.0023
98.0000,0.0034
99.0000,0.0043
