round,cosine_sim
0.0000,0.4341
1.0000,0.2765
2.0000,0.0355
3.0000,0.0430
4.0000,0.0169
5.0000,0.0204
6.0000,0.0171
7.0000,0.0047
8.0000,0.0091
9.0000,0.0524
10.0000,0.1400
11.0000,0.0108
12.0000,0.0145
13.0000,0.0203
14.0000,0.0112
15.0000,0.0412
16.0000,0.0015
17.0000,0.0039
18.0000,0.0190
19.0000,0.0017
20.0000,0.3132
21.0000,0.0013
22.0000,0.0003
23.0000,0.0234
24.0000,0.0019
25.0000,0.0161
26.0000,0.0083
27.0000,0.0243
28.0000,0.0009
29.0000,0.0083
30.0000,0.1404
31.0000,0.0016
32.0000,0.0047
33.0000,0.0029
34.0000,0.0026
35.0000,0.0010
36.0000,0.0140
37.0000,0.0032
38.0000,0.0210
39.0000,0.0075
40.0000,0.1928
41.0000,0.0015
42.0000,0.0030
43.0000,0.0051
44.0000,0.0038
45.0000,0.0018
46.0000,0.0028
47.0000,0.0068
48.0000,0.0088
49.0000,0.0227
50.0000,0.6172
51.0000,0.0179
52.0000,0.0050
53.0000,0.0039
54.0000,0.0022
55.0000,0.0053
56.0000,0.0003
57.0000,0.0130
58.0000,0.0009
59.0000,0.0035
60.0000,0.1404
61.0000,0.0004
62.0000,0.0042
63.0000,0.0004
64.0000,0.0008
65.0000,0.0040
66.0000,0.0012
67.0000,0.0003
68.0000,0.0006
69.0000,0.0018
70.0000,0.5721
71.0000,0.0019
72.0000,0.0011
73.0000,0.0005
74.0000,0.0073
75.0000,0.0004
76.0000,0.0003
77.0000,0.0025
78.0000,0.0007
79.0000,0.0004
80.0000,0.1232
81.0000,0.0002
82.0000,0.0005
83.0000,0.0051
84.0000,0.0003
85.0000,0.0012
86.0000,0.0004
87.0000,0.0003
88.0000,0.0027
89.0000,0.0006
90.0000,0.5469
91.0000,0.0011
92.0000,0.0004
93.0000,0.0008
94.0000,0.0004
95.0000,0.0002
96.0000,0.0005
97.0000,0.0001
98.0000,0.0004
99.0000,0.0001
