timestamp,dataset,rank1,mAP,loss
2025-07-29 20:15:44,0,0.5714,0.4497,0.0000
2025-07-29 20:16:00,1,0.5000,0.3100,0.0000
2025-07-29 20:16:17,2,0.6429,0.4214,0.0000
2025-07-29 20:16:33,3,0.6429,0.4366,0.0000
2025-07-29 20:16:50,4,0.5714,0.4093,0.0000
2025-07-29 20:20:28,0,0.5000,0.3706,0.0000
2025-07-29 20:20:44,1,0.2143,0.2654,0.0000
2025-07-29 20:21:01,2,0.4286,0.3641,0.0000
2025-07-29 20:21:18,3,0.5000,0.3255,0.0000
2025-07-29 20:21:34,4,0.5714,0.3686,0.0000
2025-07-29 20:23:51,0,0.4286,0.3125,0.0000
2025-07-29 20:24:10,1,0.2857,0.2445,0.0000
2025-07-29 20:24:27,2,0.4286,0.2811,0.0000
2025-07-29 20:24:43,3,0.4286,0.3054,0.0000
2025-07-29 20:24:59,4,0.4286,0.3283,0.0000
2025-07-29 20:27:17,0,0.4286,0.3078,0.0000
2025-07-29 20:27:33,1,0.2857,0.2551,0.0000
2025-07-29 20:27:50,2,0.3571,0.2799,0.0000
2025-07-29 20:28:07,3,0.4286,0.2710,0.0000
2025-07-29 20:28:23,4,0.3571,0.3008,0.0000
2025-07-29 20:30:40,0,0.3571,0.2912,0.0000
2025-07-29 20:30:56,1,0.2857,0.2658,0.0000
2025-07-29 20:31:13,2,0.2143,0.2523,0.0000
2025-07-29 20:31:29,3,0.4286,0.2967,0.0000
2025-07-29 20:31:46,4,0.3571,0.2696,0.0000
2025-07-29 20:34:18,0,0.4286,0.3073,0.0000
2025-07-29 20:34:34,1,0.3571,0.2830,0.0000
2025-07-29 20:34:50,2,0.5000,0.3355,0.0000
2025-07-29 20:35:07,3,0.4286,0.2820,0.0000
2025-07-29 20:35:24,4,0.3571,0.3078,0.0000
2025-07-29 20:40:43,0,0.5000,0.3838,0.0000
2025-07-29 20:40:59,1,0.2857,0.2976,0.0000
2025-07-29 20:41:17,2,0.3571,0.3266,0.0000
2025-07-29 20:41:33,3,0.5000,0.3685,0.0000
2025-07-29 20:41:49,4,0.5000,0.3965,0.0000
2025-07-29 20:44:53,0,0.5000,0.3893,0.0000
2025-07-29 20:45:10,1,0.3571,0.3125,0.0000
2025-07-29 20:45:25,2,0.4286,0.3366,0.0000
2025-07-29 20:45:41,3,0.3571,0.3464,0.0000
2025-07-29 20:45:56,4,0.6429,0.4254,0.0000
2025-07-29 20:48:06,0,0.5000,0.3940,0.0000
2025-07-29 20:48:22,1,0.2857,0.2865,0.0000
2025-07-29 20:48:37,2,0.4286,0.3516,0.0000
2025-07-29 20:48:53,3,0.5000,0.3580,0.0000
2025-07-29 20:49:09,4,0.5714,0.4229,0.0000
2025-07-29 20:51:21,0,0.4286,0.3902,0.0000
2025-07-29 20:51:36,1,0.4286,0.3246,0.0000
2025-07-29 20:51:52,2,0.5000,0.3824,0.0000
2025-07-29 20:52:08,3,0.4286,0.3706,0.0000
2025-07-29 20:52:24,4,0.6429,0.4579,0.0000
2025-07-29 20:54:37,0,0.5714,0.4602,0.0000
2025-07-29 20:54:53,1,0.2857,0.2911,0.0000
2025-07-29 20:55:10,2,0.5714,0.4115,0.0000
2025-07-29 20:55:26,3,0.5000,0.4251,0.0000
2025-07-29 20:55:41,4,0.5000,0.4810,0.0000
