timestamp,dataset,rank1,mAP,loss
2025-07-27 15:36:25,0,0.4500,0.3296,0.0000
2025-07-27 15:38:01,0,0.7000,0.5711,0.0000
2025-07-27 15:39:42,0,0.8000,0.7176,0.0000
2025-07-27 15:41:07,0,0.8500,0.7578,0.0000
2025-07-27 15:42:48,0,0.9500,0.8024,0.0000
2025-07-27 15:44:59,0,0.9500,0.8338,0.0000
2025-07-27 15:46:08,0,0.9500,0.8456,0.0000
2025-07-27 15:48:09,0,0.9500,0.8429,0.0000
2025-07-27 15:49:33,0,0.9500,0.8578,0.0000
2025-07-27 15:51:44,0,0.9500,0.8546,0.0000
2025-07-27 15:53:27,0,0.9500,0.8707,0.0000
