round,cosine_sim
0.0000,0.4498
1.0000,0.0764
2.0000,0.0567
3.0000,0.0624
4.0000,0.0586
5.0000,0.0460
6.0000,0.0518
7.0000,0.0433
8.0000,0.0416
9.0000,0.0346
10.0000,0.1432
11.0000,0.0231
12.0000,0.0244
13.0000,0.0244
14.0000,0.0240
15.0000,0.0181
16.0000,0.0145
17.0000,0.0149
18.0000,0.0179
19.0000,0.0190
20.0000,0.3687
21.0000,0.0123
22.0000,0.0126
23.0000,0.0144
24.0000,0.0092
25.0000,0.0093
26.0000,0.0110
27.0000,0.0110
28.0000,0.0056
29.0000,0.0057
30.0000,0.0487
31.0000,0.0075
32.0000,0.0063
33.0000,0.0046
34.0000,0.0054
35.0000,0.0051
36.0000,0.0030
37.0000,0.0045
38.0000,0.0038
39.0000,0.0038
40.0000,0.0343
41.0000,0.0040
42.0000,0.0035
43.0000,0.0028
44.0000,0.0040
45.0000,0.0021
46.0000,0.0023
47.0000,0.0025
48.0000,0.0030
49.0000,0.0018
50.0000,0.6182
51.0000,0.0016
52.0000,0.0012
53.0000,0.0039
54.0000,0.0028
55.0000,0.0019
56.0000,0.0014
57.0000,0.0016
58.0000,0.0028
59.0000,0.0018
60.0000,0.0403
61.0000,0.0044
62.0000,0.0015
63.0000,0.0023
64.0000,0.0010
65.0000,0.0018
66.0000,0.0009
67.0000,0.0010
68.0000,0.0007
69.0000,0.0030
70.0000,0.5663
71.0000,0.0007
72.0000,0.0012
73.0000,0.0010
74.0000,0.0012
75.0000,0.0007
76.0000,0.0010
77.0000,0.0021
78.0000,0.0015
79.0000,0.0008
80.0000,0.0449
81.0000,0.0011
82.0000,0.0014
83.0000,0.0007
84.0000,0.0010
85.0000,0.0004
86.0000,0.0004
87.0000,0.0012
88.0000,0.0008
89.0000,0.0016
90.0000,0.5512
91.0000,0.0020
92.0000,0.0009
93.0000,0.0004
94.0000,0.0005
95.0000,0.0006
96.0000,0.0006
97.0000,0.0018
98.0000,0.0008
99.0000,0.0010
