client,round,loss
1,0,0.695
1,1,0.878
1,2,0.708
1,3,0.569
1,4,0.536
1,5,0.505
1,6,0.456
1,7,0.444
1,8,0.436
1,9,0.457
1,10,0.463
1,11,0.459
1,12,0.489
1,13,0.418
1,14,0.4
1,15,0.37
1,16,0.36
1,17,0.325
1,18,0.323
1,19,0.356
1,20,0.303
1,21,0.306
1,22,0.351
1,23,0.331
1,24,0.296
1,25,0.289
1,26,0.276
1,27,0.29
1,28,0.278
1,29,0.277
1,30,0.33
1,31,0.328
1,32,0.294
1,33,0.283
1,34,0.261
1,35,0.212
1,36,0.21
1,37,0.244
1,38,0.288
1,39,0.322
1,40,0.334
1,41,0.277
1,42,0.201
1,43,0.214
1,44,0.216
1,45,0.255
1,46,0.248
1,47,0.277
1,48,0.221
1,49,0.138
