client,round,loss
1,0,2.827
1,1,2.296
1,2,1.873
1,3,1.574
1,4,1.334
1,5,1.154
1,6,1.021
1,7,0.872
1,8,0.798
1,9,0.696
1,10,0.662
1,11,0.548
1,12,0.496
1,13,0.477
1,14,0.42
1,15,0.404
1,16,0.36
1,17,0.341
1,18,0.302
1,19,0.282
1,20,0.271
1,21,0.258
1,22,0.224
1,23,0.215
1,24,0.221
1,25,0.202
1,26,0.193
1,27,0.188
1,28,0.173
1,29,0.177
1,30,0.168
1,31,0.154
1,32,0.135
1,33,0.153
1,34,0.148
1,35,0.141
1,36,0.126
1,37,0.144
1,38,0.13
1,39,0.14
1,40,0.125
1,41,0.118
1,42,0.118
1,43,0.118
1,44,0.127
1,45,0.118
1,46,0.113
1,47,0.113
1,48,0.113
1,49,0.102
1,50,0.124
1,51,0.108
1,52,0.103
1,53,0.111
1,54,0.124
1,55,0.111
1,56,0.108
1,57,0.112
1,58,0.113
1,59,0.101
