client,round,global_local_cosine_sim
2,0,0.751738
2,10,0.988578
2,20,0.991898
2,30,0.964785
2,40,0.945809
2,50,0.947000
2,60,0.968015
2,70,0.945543
2,80,0.961069
2,90,0.952247
