timestamp,epoch,client_id,rank1,mAP
2025-07-31 07:24:22,1,0,0.6499999761581421,0.3490652399135113
2025-07-31 07:24:32,1,1,0.28333333134651184,0.1629431506505395
2025-07-31 07:24:43,1,2,0.6499999761581421,0.33826748357926395
2025-07-31 07:24:54,1,3,0.6000000238418579,0.3175015193530491
2025-07-31 07:37:34,5,0,0.699999988079071,0.4200421538944028
2025-07-31 07:37:45,5,1,0.36666667461395264,0.24173125437602305
2025-07-31 07:37:56,5,2,0.6166666746139526,0.39455030890429726
2025-07-31 07:38:07,5,3,0.699999988079071,0.4127540398917643
2025-07-31 07:54:03,10,0,0.7333333492279053,0.4480528643491168
2025-07-31 07:54:15,10,1,0.44999998807907104,0.32134346313810497
2025-07-31 07:54:25,10,2,0.6499999761581421,0.4202738690219553
2025-07-31 07:54:36,10,3,0.6833333373069763,0.44399846716376434
2025-07-31 08:10:23,15,0,0.7333333492279053,0.469808891563393
2025-07-31 08:10:34,15,1,0.5166666507720947,0.33196464539705534
2025-07-31 08:10:44,15,2,0.6833333373069763,0.4475700311542617
2025-07-31 08:10:55,15,3,0.6666666865348816,0.4547848962369176
2025-07-31 08:26:50,20,0,0.6833333373069763,0.494191603258381
2025-07-31 08:27:01,20,1,0.5,0.34437315790025075
2025-07-31 08:27:13,20,2,0.6666666865348816,0.4623965122529797
2025-07-31 08:27:24,20,3,0.7333333492279053,0.4883121714159285
2025-07-31 08:43:13,25,0,0.7166666388511658,0.5050417535941357
2025-07-31 08:43:23,25,1,0.5166666507720947,0.35663999887640035
2025-07-31 08:43:34,25,2,0.6666666865348816,0.4652385716637051
2025-07-31 08:43:45,25,3,0.6833333373069763,0.4952742629344074
2025-07-31 08:59:34,30,0,0.75,0.5157182675892139
2025-07-31 08:59:45,30,1,0.44999998807907104,0.368319534541212
2025-07-31 08:59:56,30,2,0.6833333373069763,0.47958230949865155
2025-07-31 09:00:07,30,3,0.75,0.5095239578381239
2025-07-31 09:15:55,35,0,0.75,0.5253115549217056
2025-07-31 09:16:06,35,1,0.4833333194255829,0.3674202654229018
2025-07-31 09:16:16,35,2,0.6833333373069763,0.48079834164234014
2025-07-31 09:16:27,35,3,0.7333333492279053,0.5193763918189992
2025-07-31 09:32:15,40,0,0.75,0.5119179673474853
2025-07-31 09:32:26,40,1,0.5666666626930237,0.382765955722273
2025-07-31 09:32:36,40,2,0.6666666865348816,0.47594553873551887
2025-07-31 09:32:47,40,3,0.800000011920929,0.5307240933724614
2025-07-31 09:48:40,45,0,0.75,0.5116947573718844
2025-07-31 09:48:51,45,1,0.5833333134651184,0.4046716444604282
2025-07-31 09:49:01,45,2,0.6666666865348816,0.47714305054394834
2025-07-31 09:49:13,45,3,0.800000011920929,0.5285226625148477
2025-07-31 10:05:06,50,0,0.75,0.5075598176315678
2025-07-31 10:05:17,50,1,0.5,0.39334313857215975
2025-07-31 10:05:27,50,2,0.6833333373069763,0.47932338935465707
2025-07-31 10:05:38,50,3,0.7666666507720947,0.51915582895095
2025-07-31 10:21:24,55,0,0.75,0.5096318299495489
2025-07-31 10:21:35,55,1,0.5166666507720947,0.3856157931156596
2025-07-31 10:21:45,55,2,0.699999988079071,0.47526567826518207
2025-07-31 10:21:56,55,3,0.7666666507720947,0.5213129549827847
2025-07-31 10:37:51,60,0,0.75,0.5134011859245695
2025-07-31 10:38:01,60,1,0.5333333611488342,0.3818779446321329
2025-07-31 10:38:13,60,2,0.6499999761581421,0.4699638473485353
2025-07-31 10:38:24,60,3,0.7666666507720947,0.523498662096101
2025-07-31 10:54:13,65,0,0.75,0.5133812589896564
2025-07-31 10:54:24,65,1,0.5666666626930237,0.38933201961677805
2025-07-31 10:54:35,65,2,0.699999988079071,0.4815307933319686
2025-07-31 10:54:46,65,3,0.800000011920929,0.5260370263987236
2025-07-31 11:10:35,70,0,0.75,0.508431373476025
2025-07-31 11:10:46,70,1,0.5166666507720947,0.3834630944220367
2025-07-31 11:10:57,70,2,0.699999988079071,0.48119035159155804
2025-07-31 11:11:09,70,3,0.7833333611488342,0.5239520427104182
2025-07-31 11:26:53,75,0,0.7166666388511658,0.5069596680523176
2025-07-31 11:27:05,75,1,0.5666666626930237,0.39073613860515394
2025-07-31 11:27:15,75,2,0.6666666865348816,0.4796476920228521
2025-07-31 11:27:26,75,3,0.7833333611488342,0.5296719900563202
2025-07-31 11:43:14,80,0,0.7166666388511658,0.509954534333033
2025-07-31 11:43:25,80,1,0.5333333611488342,0.3821478763992049
2025-07-31 11:43:36,80,2,0.7166666388511658,0.49015847671771146
2025-07-31 11:43:47,80,3,0.7666666507720947,0.5222111521933261
2025-07-31 11:59:31,85,0,0.7333333492279053,0.5119267299482965
2025-07-31 11:59:42,85,1,0.5333333611488342,0.3911197731906851
2025-07-31 11:59:52,85,2,0.6833333373069763,0.4854270138737534
2025-07-31 12:00:04,85,3,0.7833333611488342,0.5261556660135216
2025-07-31 12:15:51,90,0,0.75,0.5123490793616093
2025-07-31 12:16:01,90,1,0.5666666626930237,0.3876282171713366
2025-07-31 12:16:13,90,2,0.6833333373069763,0.48684760836449664
2025-07-31 12:16:24,90,3,0.7666666507720947,0.520708368188998
2025-07-31 12:32:17,95,0,0.7333333492279053,0.5110131360089627
2025-07-31 12:32:28,95,1,0.5166666507720947,0.37031207914086534
2025-07-31 12:32:38,95,2,0.6666666865348816,0.4835344142018299
2025-07-31 12:32:49,95,3,0.800000011920929,0.528726070719228
2025-07-31 12:48:35,100,0,0.7333333492279053,0.5060791861080501
