client,round,loss
0,0,2.74
0,1,2.052
0,2,1.618
0,3,1.347
0,4,1.082
0,5,0.929
0,6,0.734
0,7,0.64
0,8,0.525
0,9,0.428
0,10,0.345
0,11,0.327
0,12,0.275
0,13,0.212
0,14,0.191
0,15,0.178
0,16,0.152
0,17,0.155
0,18,0.105
0,19,0.107
0,20,0.094
0,21,0.091
0,22,0.079
0,23,0.084
0,24,0.075
0,25,0.057
0,26,0.071
0,27,0.074
0,28,0.066
0,29,0.054
0,30,0.049
0,31,0.05
0,32,0.048
0,33,0.04
0,34,0.048
0,35,0.036
0,36,0.042
0,37,0.038
0,38,0.041
0,39,0.039
0,40,0.036
0,41,0.036
0,42,0.035
0,43,0.033
0,44,0.029
0,45,0.029
0,46,0.028
0,47,0.026
0,48,0.027
0,49,0.028
0,50,0.034
0,51,0.037
0,52,0.028
0,53,0.026
0,54,0.03
0,55,0.023
0,56,0.024
0,57,0.022
0,58,0.022
0,59,0.025
0,60,0.02
0,61,0.026
0,62,0.029
0,63,0.023
0,64,0.023
0,65,0.022
0,66,0.026
0,67,0.021
0,68,0.022
0,69,0.021
0,70,0.026
0,71,0.023
0,72,0.018
0,73,0.02
0,74,0.023
0,75,0.022
0,76,0.021
0,77,0.023
0,78,0.023
0,79,0.021
