client,round,loss
0,0,2.774
0,1,2.704
0,2,2.605
0,3,2.554
0,4,2.44
0,5,2.37
0,6,2.283
0,7,2.218
0,8,2.15
0,12,2.089
0,13,1.991
0,17,1.981
0,19,1.928
0,20,1.842
0,22,1.742
0,23,1.719
0,25,1.716
0,27,1.643
0,30,1.63
0,32,1.549
0,33,1.498
0,35,1.504
0,36,1.417
0,37,1.416
0,39,1.343
0,40,1.304
0,44,1.332
0,46,1.301
0,47,1.234
0,48,1.243
0,51,1.141
0,53,1.205
0,54,1.13
0,55,1.105
0,57,1.132
0,59,1.075
0,60,1.026
0,62,1.051
0,63,1.064
0,64,1.002
0,67,0.974
0,69,1.045
0,70,0.973
0,73,0.953
0,75,0.941
0,76,0.913
0,78,0.886
0,79,0.928
0,80,0.883
0,81,0.887
0,82,0.848
0,83,0.87
0,84,0.865
0,86,0.877
0,87,0.835
0,90,0.823
0,91,0.812
0,93,0.821
0,94,0.818
0,97,0.761
0,98,0.789
0,99,0.74
0,101,0.836
0,102,0.75
0,103,0.785
