client,round,loss
2,0,1.37
2,1,1.202
2,2,1.038
2,3,0.983
2,4,0.808
2,5,0.69
2,6,0.85
2,7,0.702
2,8,0.674
2,9,0.525
2,10,0.398
2,11,0.53
2,12,0.579
2,13,0.36
2,14,0.4
2,15,0.271
2,16,0.293
2,17,0.478
2,18,0.334
2,19,0.294
2,20,0.375
2,21,0.303
2,22,0.336
2,23,0.299
2,24,0.307
2,25,0.264
2,26,0.452
2,27,0.32
2,28,0.128
2,29,0.292
2,30,0.341
2,31,0.203
2,32,0.278
2,33,0.212
2,34,0.263
2,35,0.197
2,36,0.23
2,37,0.315
2,38,0.16
2,39,0.334
2,40,0.21
2,41,0.216
2,42,0.325
2,43,0.241
2,44,0.184
2,45,0.211
2,46,0.187
2,47,0.269
2,48,0.193
2,49,0.219
2,0,1.37
2,1,1.202
2,2,1.038
2,3,0.978
2,4,0.796
2,5,0.679
2,6,0.823
2,7,0.702
2,8,0.656
2,9,0.501
2,10,0.388
2,11,0.521
2,12,0.567
2,13,0.35
2,14,0.393
2,15,0.248
2,16,0.273
2,17,0.453
2,18,0.274
2,19,0.263
2,20,0.341
2,21,0.269
2,22,0.305
2,23,0.259
2,24,0.257
2,25,0.236
2,26,0.432
2,27,0.294
2,28,0.113
2,29,0.23
2,30,0.316
2,31,0.161
2,32,0.237
2,33,0.219
2,34,0.227
2,35,0.149
2,36,0.189
2,37,0.29
2,38,0.132
2,39,0.261
2,40,0.173
2,41,0.173
2,42,0.27
2,43,0.225
2,44,0.127
2,45,0.142
2,46,0.166
2,47,0.238
2,48,0.175
2,49,0.205
